"This morning, @VP tweeted a message celebrating the Easter holiday. https://t.co/O1KLxdZG54"
Le Pen blasts Trump for reversing stance on NATO https://t.co/F8RPfi6nMd https://t.co/UsJXg8taLz
US Navy training jets will be modified as it determines oxygen problem https://t.co/YY0hmYLXWz https://t.co/xs9suZ5t9n
RT @FoxNewsOpinion: .@newtgingrich @CallyGingrich This #easter: 'Be Not Afraid'\nhttps://t.co/NDg9iUvIPh
UPDATE: @POTUS and @VP have been in contact after North Korea's failed missile test https://t.co/96qCB18ZlN
University students vote to make American flag optional https://t.co/qiTDQfudlH via @toddstarnes
"MORE: North Korea missile 'blew up almost immediately,' US military says https://t.co/8VtYiWXb8R"
"BREAKING: Latest North Korea missile test fails, South Korea\u2019s Joint Chiefs of Staff says"
UPDATE: #TaxMarch turns into demand for Trump's IRS filings; 13 reported arrests https://t.co/AMoy1ifoQi
"4 arrested after Tax Day protests in Berkeley, CA get out of control. https://t.co/PbeSk0NZub"
Boston marks 4th anniversary of deadly marathon bombing https://t.co/J9qYt3QumX https://t.co/ZZERA0dWXO
Poll: @POTUS's job performance - Now vs. March 28. https://t.co/5WfyDE4iEx
".@Johnny_Joey: Obama Admin Didn't Want to Bomb, 'Saw Me As Expendable' https://t.co/Wq3LZ9HV6Y https://t.co/YXQp6XkAMr"
.@Dakota_Meyer: 'Mother of All Bombs' Drop a Win for 'America's Team' https://t.co/a5VO0riMfi https://t.co/WOWphVORGz
".@Johnny_Joey: Obama Admin Didn't Want to Bomb, 'Saw Me As Expendable' https://t.co/Wq3LZ9ZvYw https://t.co/z4ZIHKMVtb"
Afghan official: US bomb death toll rises to 94 https://t.co/TQOBpk4BX7 https://t.co/iqrsZnqqUU
Poll: Do you care that @POTUS hasn't released his tax returns? https://t.co/zs5OrnPScB
Trump To Be First President Since Reagan to Address NRA Forum https://t.co/zf1m1lHJu7 https://t.co/9Sv4SK2DiY
U.S. markets - Past 2 weeks. https://t.co/cVfYE0g2P0
Afghan Official: Death toll rises to 94 ISIS fighters killed in MOAB airstrike by the U.S. https://t.co/TQOBpk4BX7 https://t.co/icBwYskgIa
"Earlier this week in a speech, Attorney General Jeff Sessions declared: \u201cThis is a new era; this is the Trump era.\u201d\u2026 https://t.co/z6yPll1Q2l"
Democrats\u2019 post-election playbook: Stay big in California\nhttps://t.co/VqorVCvbFf
David Webb Slams Elizabeth Warren: I'm Not Taking Nat'l Security Advice From Her\nhttps://t.co/9Uo7X2mqRL
Report: Trump reelection effort raises $13.2 million so far this year https://t.co/qMwickHDX3 https://t.co/qDvIEKHKrJ
Man Impersonating Cop Accidentally Pulls Over Real One\nhttps://t.co/lnIIucmY7h
"TONIGHT on ""Justice,"" @JudgeJeanine goes one-on-one with AG Jeff Sessions -  Tune in at 9p ET on Fox News Channel! https://t.co/VZCQ6bAlye"
Boston holds moment of silence on four-year mark of Boston Marathon bombings. https://t.co/lFU3qJ6hVM
"TONIGHT: @GregGutfeld talks MOAB, slacktivism, and... gender-neutral movie awards - Tune in to @GregGutfeldShow at\u2026 https://t.co/KaKWYZMLBE"
Poll: @POTUS's job performance - Now vs. March 28. https://t.co/0ennhL2kqy
Dem State Rep to GOP Woman: 'I Wanted to Punch Her in the Throat' \nhttps://t.co/6ZGG9h1JUn
.@davidwebbshow Slams @SenWarren: I'm Not Taking Nat'l Security Advice From Her https://t.co/TW0mj8ZbEL https://t.co/CNrhHjfXEB
Key themes for @VP's Asia trip. https://t.co/XXE3iVpPHh
.@TuckerCarlson\u200b talks to Dr. Kang Lee about a study claiming that babies as young as 6 months develop racial bias. https://t.co/XUxfRDPRey
"Earlier this week in a speech, Attorney General Jeff Sessions declared: \u201cThis is a new era; this is the Trump era.\u201d\u2026 https://t.co/hO1sTsDSFn"
WATCH: @kimguilfoyle's full interview with @gen_jackkeane. #Hannity https://t.co/vBWq1tfcNu
.@Dakota_Meyer: 'Mother of All Bombs' Drop a Win for 'America's Team' https://t.co/a5VO0riMfi https://t.co/6TaApcyAi9
"World's oldest person, Emma Morano, dies at 117 in Italy https://t.co/L65XOY1dIW https://t.co/bZH68cZOlc"
"On ""Cashin' In,"" @ericbolling slammed popular culture that is still embracing political correctness. #WakeUpAmerica https://t.co/BONMKGrZ2i"
"First lady Melania Trump, son moving to Washington this summer, WH confirms https://t.co/WeXJr7qxQn via @finnygo https://t.co/5k3r3FFRzb"
".@AmbJohnBolton: ""[North Korea's] regime is never going to voluntarily give up nuclear weapons."" https://t.co/Tet3rppt4M"
".@RCamposDuffy: ""Barack Obama was in bed with the Iranians trying to make a secret deal and that's why he didn't cr\u2026 https://t.co/YlQ0Gsxw6r"
New Study: House GOP tax reform plan would create 1.7 million jobs. https://t.co/ueHR6rGEku
"On ""FOX &amp; Friends Weekend,"" @davidwebbshow slammed @SenWarren 's response to @POTUS's recent actions in Afghanistan\u2026 https://t.co/2y5ObQEll6"
".@davidwebbshow: ""Here's the problem: Liberals like to crowd-source their military strategy as Obama did, or write\u2026 https://t.co/6RNT1IdDJc"
".@Dakota_Meyer: ""It finally shows that we have an administration that's letting the military do its job.""\u2026 https://t.co/Ce6adYJJa1"
Trump To Be First President Since Reagan to Address NRA Forum https://t.co/zf1m1lHJu7 https://t.co/MYQvO9NsSl
U.S. markets - Past 2 weeks. https://t.co/VrJjWJzbqs
Report: @HumaAbedin eyes $2 million book deal. https://t.co/Bau6wPVkVA
Poll: Do you care that @POTUS hasn't released his tax returns? https://t.co/3mbVuD2Yc1
"Arrest in killing of jogger Vanessa Marcotte in Massachusetts, report says https://t.co/Vjiah3lBkU https://t.co/EhVoPBkt4g"
Trump To Be First President Since Reagan to Address @NRA Forum\nhttps://t.co/fFLlMFvlwh
".@Johnny_Joey: Obama Admin Didn't Want to Bomb, 'Saw Me As Expendable' https://t.co/Wq3LZ9ZvYw https://t.co/km1UbDs9ln"
Afghan official: US bomb death toll rises to 94 https://t.co/TQOBpk4BX7 https://t.co/ViwA6Vbcia
".@Johnny_Joey: Obama Admin Didn't Want to Bomb, 'Saw Me As Expendable' https://t.co/Wq3LZ9HV6Y https://t.co/DU1r109H32"
".@HuntsmanAbby: ""American workers are paying out a record number of federal taxes."" https://t.co/HfKwR14xZ4"
".@Johnny_Joey: : Obama Admin Didn't Want to Bomb, 'Saw Me As Expendable' https://t.co/eJySBKBTV3"
Easter celebrations take place around the world. https://t.co/VvnILJwhrJ
Poll: @POTUS's job performance - Now vs. March 28. https://t.co/tp7ca1gZfP
Dem State Rep to GOP Woman: 'I Wanted to Punch Her in the Throat'\nhttps://t.co/6ZGG9h1JUn
Ex-NFL player Todd Heap accidentally kills 3-year-old daughter with truck\nhttps://t.co/cn369CNBof
.@davidwebbshow Slams @SenWarren: I'm Not Taking Nat'l Security Advice From Her\nhttps://t.co/9Uo7X2mqRL
.@TuckerCarlson\u200b talks to Dr. Kang Lee about a study claiming that babies as young as 6 months develop racial bias. https://t.co/24DZxvMUh8
Happening Now: Tax Day protests - Anti-Trump marches occur nationwide to demand @POTUS's tax returns\u2026 https://t.co/1bTosjalMQ
"TOMORROW on @FoxNewsSunday, KT McFarland and @MacTXPress - Tune in at 2p &amp; 10p ET on Fox News Channel! https://t.co/hYaLQDfojh"
Boston marks 4th anniversary of deadly marathon bombing https://t.co/J9qYt3yTvp https://t.co/dbcEiDeldN
.@Dakota_Meyer: 'Mother of All Bombs' Drop a Win for 'America's Team' https://t.co/a5VO0riMfi https://t.co/2dBVkObU1x
WATCH: @kimguilfoyle's full interview with @gen_jackkeane. https://t.co/AY1bUzRpS4
"On ""Cashin' In,"" @ericbolling slammed popular culture that is still embracing political correctness. #WakeUpAmerica https://t.co/4YjLeI5KMs"
".@AmbJohnBolton: ""[North Korea's] regime is never going to voluntarily give up nuclear weapons."" https://t.co/5xFYG50k53"
.@Dakota_Meyer: 'Mother of All Bombs' Drop a Win for 'America's Team'\nhttps://t.co/97g3CqfzBk
Happening Now: Tax Day protests - Anti-Trump marches occur nationwide to demand @POTUS's tax returns\u2026 https://t.co/JxUUXnYhot
".@Richardafowler: ""I don't respect [AG Sessions]. I don't trust him, &amp; I think he takes our country backwards."" https://t.co/Jy1j6I7o5Z"
AG Sessions: Illegal border crossings down 72% since President Obama's last month in office. https://t.co/q7drJkXK5N
Afghan official: US bomb death toll rises to 94 https://t.co/TQOBpk4BX7 https://t.co/6hGrVPiu4a
".@LisaMarieBoothe: ""The media's absolutely biased... 91% of the coverage of @realDonaldTrump was negative.""\u2026 https://t.co/Vpt7cZcmPM"
".@Richardafowler: ""The majority of the journalists I know really don't have a political party."" #CashinIn https://t.co/gPGib9RHLR"
".@RCamposDuffy: ""Barack Obama was in bed with the Iranians trying to make a secret deal and that's why he didn't cr\u2026 https://t.co/mUjHVXO4j2"
".@RCamposDuffy: ""The left hates funding the military b/c the military turns a lot of Democrat minorities like my da\u2026 https://t.co/nMUrRvMhKg"
New Study: House GOP tax reform plan would create 1.7 million jobs. https://t.co/ORMvDExJnz
"On ""FOX &amp; Friends Weekend,"" @davidwebbshow slammed @SenWarren 's response to @POTUS's recent actions in Afghanistan. https://t.co/wZQD0USIzN"
".@davidwebbshow: ""Here's the problem: Liberals like to crowd-source their military strategy as Obama did, or write\u2026 https://t.co/5XEBcnAgG8"
Dem State Rep to GOP Woman: 'I Wanted to Punch Her in the Throat'\nhttps://t.co/6ZGG9h1JUn
".@Dakota_Meyer: ""It finally shows that we have an administration that's letting the military do its job."" https://t.co/5BwtARdJQe"
"North Korea rolls out missiles, other weaponry at annual parade; @GregPalkot reports. https://t.co/rWpTPZ5fjt https://t.co/UzFFYYmnDo"
Lunch Lady Says She Was Fired for Buying Food for Hungry Children\nhttps://t.co/zQstw58eY6
"Car bomb explodes near evacuation buses in northern Syria, 39 killed https://t.co/C49DShb7d9"
Trump To Be First President Since Reagan to Address NRA Forum https://t.co/zf1m1lHJu7 https://t.co/5B9LQ2XyLA
"Ben Stein: ""For the top 1%, I don't see any reason why the rate shouldn't go up a lot. If people are rich, they can\u2026 https://t.co/WXcxpVyNfd"
"Ben Stein: ""Never was a good reason for there to be a corporate tax at all - corporations are owned by individuals\u2026 https://t.co/fIRa5GmcdZ"
U.S. markets - Past 2 weeks. https://t.co/mSxfP6x60H
Report: @HumaAbedin eyes $2 million book deal. https://t.co/n65XEzlDQB
Poll: Do you care that @POTUS hasn't released his tax returns? https://t.co/E1ncrh3SsW
April the giraffe in NY has calf before 1.2 million online https://t.co/6J6lECuzXu
Trump To Be First President Since Reagan to Address NRA Forum\nhttps://t.co/fFLlMFvlwh
".@Johnny_Joey: ""All the advisers, the Secretary of Defense, everyone there seem to really understand us, the war fi\u2026 https://t.co/vb6Ha3Nkro"
AR courts puts seven executions on hold. https://t.co/GNukrTmsK5 https://t.co/lwkHMJdyUd
"North Korea rolls out missiles, other weaponry at annual parade; @GregPalkot reports. https://t.co/rWpTPZ5fjt https://t.co/KrLqSvJmBe"
Afghan official: US bomb death toll rises to 94 https://t.co/TQOBpk4BX7 https://t.co/FdR94llRDh
".@HuntsmanAbby: ""American workers are paying out a record number of federal taxes."" https://t.co/koAiWjcPVd"
"Wounded warriors run back-to-back marathons, starting in Boston https://t.co/hJadOKUeNY @heads_together https://t.co/f7hSCIVTHN"
Pakistan military: Officials foil 'major terrorist attack' on Easter Sunday https://t.co/diwqnhEn2S
Boston marks 4th anniversary of deadly marathon bombing https://t.co/J9qYt3QumX
"Penn Station nightmare: 1,200 passengers stuck on train in Hudson River tunnel https://t.co/IEGrBuj30O https://t.co/U7041TIQdW"
Middle Eastern Christians forced to become nomads #FoxNewsWorld https://t.co/YgiY1Nloda (via @perrych) https://t.co/ZgBRa9kWfd
"Airbnb battles scammers, ramps up security https://t.co/Ejo5pn9s0o https://t.co/yCKJOZEHIj"
'I love you Mommy': Mother shares 4-year-old son's final moments of cancer battle https://t.co/XaNYOStWlT https://t.co/QokzIr3I2w
Huffington Post blogger suggests taking away white men's right to vote https://t.co/jO8SMyQl4N https://t.co/x1gRWaMUYv
The iPhone of cars? Apple enters self-driving car race https://t.co/QQfqwqeKYa https://t.co/RvM4o7FVR6
Wrong-way crash kills 3; university says 2 were students #FoxNewsUS https://t.co/KV4ymocCpB https://t.co/iumS04VZFG
Tech treasure in your attic? Here's a quick guide https://t.co/I5l0i9SI3X https://t.co/96RhMtBdaA
Daughter of NYC cop killed in 9/11 attacks joins NYPD #FOXNewsUS https://t.co/2aGLZaqBxa https://t.co/5F2n6jIyoh
Trump plays hardball with Dems on ObamaCare payments https://t.co/pleDiheul6 https://t.co/wi9HEr0a4V
"MOAB drop ordered by US general, Trump approval not needed, officials say https://t.co/PY7z6mrpyW https://t.co/iDix93pS0d"
Sean Spicer reports to Pentagon for Navy Reserve duty https://t.co/E13Gp3MzEm (via @Finnygo) https://t.co/4rPU79s2OQ
Tax Day protests: Anti-Trump marches planned nationwide to demand tax returns https://t.co/bbTkbSZppL https://t.co/gdkw3I7RkD
Ex-Sheriff Joe Arpaio wants Sessions to testify at trial https://t.co/MT36RgPUoB https://t.co/G4vx3i2Put
Aaron Hernandez verdict: Ex-football star acquitted in 2012 double-murder  https://t.co/K6ZveyHDYE https://t.co/5oa6m8Je3f
".@POTUS yesterday: ""We have the greatest military in the world."" #Hannity https://t.co/Q0u7hC8DyS"
".@gen_jackkeane: ""President #Trump has definitely made a statement that he wants America to exercise global leaders\u2026 https://t.co/zjVTw2AQtZ"
RT @TuckerCarlson: Rising tensions with North Korea https://t.co/eBzBwcCwp7
"Flanagan: ""I support our president 100%, I support his agenda, and I think we need this wall to basically save our\u2026 https://t.co/ZlSJY5Gre4"
Arkansas' multiple execution plan unravels after rulings\nhttps://t.co/RZ3KzryQug
Retired Marine who lost his legs in Afghanistan: Obama should have used the 'Mother of all Bombs'\u2026 https://t.co/hjleEWnHBe
Retired Marine who lost his legs in Afghanistan: Obama should have used the 'Mother of all Bombs'\u2026 https://t.co/98HLqVe8qE
".@Delta to pay flyers up to $10,000 to give up seats on overbooked flights\nhttps://t.co/IyA3pNr2kD"
"Holliday: ""We've got to be able to protect our borders and advocate for a very strong military, which I think he di\u2026 https://t.co/VNh2mTzCpa"
".@AmbJohnBolton: ""I don't think a strategy that relies on pressuring North Korea to give up its nuclear weapons is\u2026 https://t.co/6VJQhUpKlC"
Five-year-old boy dies after being pinned at rotating restaurant in Atlanta\nhttps://t.co/HOltFbp4qe
"Penn Station nightmare: 1,200 passengers stuck on train in Hudson River tunnel https://t.co/IEGrBuAEpo https://t.co/nX5wibWOKN"
"Conant: #Trump is handling this exactly the way he should, he's bringing everyone together and trying to iron out t\u2026 https://t.co/FvIXdGVhkT"
'What Is the Strategy?': @SenWarren Calls for Explanation from #Trump of MOAB Strike https://t.co/HD4UMY15tA
"GoFundMe Page Seeks $15K for Green Beret's Family, Gets More Than $200K https://t.co/0FPxy8vMRp"
Daughter of NYC cop killed in 9/11 attacks joins NYPD https://t.co/uJF25AjSy8
.@PressSec Sean Spicer reports to Pentagon for Navy Reserve duty\nhttps://t.co/JTAG6KOajU
The iPhone of cars? Apple enters self-driving car race\nhttps://t.co/xDpOaofOiw
".@jonconradi: ""Even if Bannon is being iced out... there are going to be populist figures who remain behind in the\u2026 https://t.co/iD8mOePr61"
Stephen Colbert: 'I Would Trade Good Ratings for a Better President'\nhttps://t.co/v1vcQgLaKd
"33,000 lives lost due to overdoses in 2015. @BretBaier #SpecialReport https://t.co/XApo7jjmOq"
Expensive Fact: F-35 costs $100 million per jet. #SpecialReport https://t.co/3OrzB3gIhF https://t.co/dQsOexmLMY
.@Pontifex marks Good Friday amid tight security. https://t.co/drRf9ktdvC #SpecialReport https://t.co/Mzle5iNm50
"Christian persecution: How many are being killed, where they are being killed\nhttps://t.co/p9wOVybt3r"
