The Cure https://t.co/hscESIi1qQ https://t.co/qiJ6LNVC7Q
Let's party in the desert! \U0001f334\u270c\ufe0f\U0001f3a4 https://t.co/2SYOv7TscF
RT @BarbraStreisand: Phenomenal work @ladygaga @TheEllenShow @pharrell! So inspired by #theloveproject2017 and proud to share more love in\u2026
"Monsters, let's show the world what love means to us. #lovein3words #theloveproject2017 https://t.co/dW7VJFfHeb"
Spread your #lovein3words. Tune in to the Oscars tonight \u2764 https://t.co/9FP8Ho7i0D
"RT @Z100NewYork: #LittleMonsters, we have your chance to see @ladygaga on her #JoanneWorldTour  \U0001f497 Enter here everyone: https://t.co/6EDxLAX\u2026"
New merch for #SB51 #JohnWayne and #JOANNEWorldTour are up in my official shop \U0001f496\U0001f3a4 https://t.co/ndsG3b2KyI https://t.co/3cEHtcArlY
I'm so proud @BTWFoundation and I are partnering with #theloveproject2017. Show us your #lovein3words\u200b \U0001f496 https://t.co/KoplPY02rU
RT @LadyGagaFR: Lady Gaga / #MillionReasons / #Joanne\n\nApple Music: https://t.co/guPShmfQzf\nVevo: https://t.co/mTVKiLIlKY\nSpotify: https://\u2026
Such wonderful memories! #Oscars https://t.co/rfzExp49cM
RT @ryanleejohnson: Watch Lady Gaga's 'John Wayne' music video on VEVO!\n\n\u25b6 https://t.co/cN7R2bFkJy https://t.co/eeiXqgoF7g
That's some #monster music! thank you #littlemonsters for your wild love and fandom \u2764\ufe0f #Joanne lives!! https://t.co/1VY76OF0N0
\u2764\u2764an anthem for an achin' soul \u2764\u2764 https://t.co/KrCSIoXHZW
https://t.co/Dz3gXWfJck
https://t.co/ouXWWfXBV2
If u want to be a part of changing the \U0001f30e#KindnessChat join it Now! https://t.co/emZiqD7mLF
Thank you so much to my fans and friends for making Million Reasons a hit! #4 on the Billboard Hot 100! I believe i\u2026 https://t.co/EN1BUQT5Qh
"\U0001f44a\U0001f3fc Monsters, we sold out every ticket to every show that went on sale today in North America. LOVE YOU!"
RT @gagamonster96: Lady Gaga crowdsurfing! #GRAMMYs https://t.co/uj7qctdJvW
RT @SurvivorHealer: Lady Gaga unleashed her inner metal head during her performance with Metallica.\nPURE MAGIC! \U0001f31f\U0001f525\n#GRAMMYs \n\nhttps://t.co/\u2026
"RT @enews: .@LadyGaga is giving us a million reasons, about a million reasons to watch this Glambot on a loop. #GRAMMYs https://t.co/kqUEq9\u2026"
The Moth &amp; Metallica \U0001f98b-------&gt;\U0001f525\U0001f5a4#ink #tattoo #MothIntoFlame #MetalliGa #metal #grammys @metallica https://t.co/lYxMIEyYNz
See you at the Grammys. \U0001f918#MetalliGa @Metallica \U0001f98b\U0001f525 https://t.co/asIALPRrPC
"@LVLGAGA tapped out, doused in the gasoline , the high times going timeless"
RT @tastemade: About a million reasons to love @ladygaga right now. #SuperBowl #halftimeshow #pancakeart @drdancake https://t.co/YFb4Dy9FOe
"Wow!\U0001f498Thank u monsters, I'm so excited+grateful to see our shows selling out so quickly! Adding more dates where we can CANT WAIT TO SEE U!\U0001f618"
Watch the continuation of #MillionReasons... #JOHNWAYNE on @Vevo! https://t.co/TYIkxcietH #JOANNE
RT @gagamonster96: Stream Million Reasons:\nVEVO: https://t.co/Nq9hjm6xLz\nSpotify: https://t.co/br0Vc5u8Hq\nApple Music: https://t.co/3erkqov\u2026
RT @AppleMusic: Can you go a little faster?!\nThe world premiere of @LadyGaga\u2019s #JohnWayne is on #AppleMusic.\nWatch: https://t.co/Rd2IgzoxaZ\u2026
"Ring, ring @zanelowe! Calling you now! @AppleMusic @Beats1"
I\u2019M STRUNG OUT ON #JOHNWAYNE! Surprise! Next #JOANNE music video out now exclusively on @AppleMusic\u2026 https://t.co/9FmsQVnnAY
"Every John is just the same, I'm sick of their city games, I crave a real wild man, I'm strung out on....#_____________ ?"
The time has come! I'm joining the girls on the season premiere of @RuPaulsDragRace! #DontBeADrag #JustBeAQueen \U0001f451 https://t.co/XzKcKapsgw
Thanku to so many all over the world for the kind words. I wanted to make you smile at halftime &amp; maybe give you 1\u2026 https://t.co/Ft8SfmkJfF
"Stream ""Million Reasons"" \U0001f4a5 from my Super Bowl Halftime Performance @AppleMusic https://t.co/QyybYAmDEY"
"Stream ""Million Reasons"" \U0001f3a4from my Super Bowl Halftime Performance here! \u2764\U0001f49b\U0001f49a\U0001f499\U0001f49c\U0001f497 https://t.co/6aBuZf2lGO"
"I can\u2019t wait to bring the #JOANNEWorldTour to all of you. See you very soon! Xoxo, Joanne https://t.co/fsj4SWu83s"
So!!!!!!??? What did you guys think of the #PepsiHalftime show? I love performing for you \U0001f1fa\U0001f1f8 #Gaga \n#SB51 #SuperBowl https://t.co/e5MITHXKqf
https://t.co/1Azwl8RvRW
"This is for you, Monsters. I love you. https://t.co/1Wh56OThzm"
RT @TheChewDefense: Gaga can actually throw a spiral! https://t.co/BvznAsrcLi
I love this pic!! Thank you! It's a monster Super Bowl this year!! https://t.co/UylZIIveJt
\U0001f3c8\U0001f3c8#SB51 #PepsiHalftime #GagaBowl https://t.co/rDWCXd673N
We're missing my sister cuz she in the back sewing costumes! #FamilyMatters #PepsiHalftime #SB51 https://t.co/akOGvOmqHZ
WERE HERE Y'ALL. LETS DO THIS #PepsiHalftime https://t.co/rrmTKrcmbQ
"#LittleMonsters, #SB51 #PepsiHalftime is TODAY on @FOXTV \U0001f3c8 Listen to my music to get ready for the show! https://t.co/l783abt3zw @applemusic"
RT @KVN_03: Join @BTWFoundation + @Twitter to #KickoffForKindness during the biggest game of the year! Learn more: https://t.co/AwvVaytoC0
RT @SeanWSpoon56: Spread \u2764\ufe0f during SBLI w/ @BTWFoundation foundation. Host a Party for a chance to win tickets to a @ladygaga concert. http\u2026
Just in time for the biggest performance of my life... NEW #GAGA MERCH TO CELEBRATE #SB51 https://t.co/Q5CJYN1ntr https://t.co/VtMJNbyVP9
RT @gagadaily: Which songs will @LadyGaga perform at the #SuperBowl?\n\nCreate a playlist on @AppleMusic with your dream set list and tweet i\u2026
Thank you for the lovely gift and the heartfelt note @thescranline \U0001f496 You\u2019ve got a #DiamondHeart https://t.co/UHTgkfPvKG
RT @BTWFoundation: We loved hanging out with the @Pepsi Guests of Honor at the #KindLI Experience today! \u2764\U0001f3c8 https://t.co/sy3lncH7jE
Live now in 360! https://t.co/DaPlQQgosm
When you're trying to act cool \U0001f602 https://t.co/P5LIxMw0ib
RT @NFL: WATCH: @ladygaga's FULL #PepsiHalftime Press Conference: https://t.co/u16EyG09SA #SB51 #Gaga https://t.co/Nyy96GBq0l
"Gotta get to rehearsal, I loved talking w you. \U0001f497\U0001f496\U0001f3c8See you all Sunday!!! #Gaga #Applause #LittleMonsters #TheFameMonster #DiscoStick"
"@Jhosteph19 Gurl, u know I can't answer that. #GagaFashion #SB51"
@adoredelantro I believe you have to tackle the first challenge. Accepting that you will be performing for over a 100 million people. #SB51
@vuittonbrunette it was hard but it made me really proud of all the work we've done. I think we picked the best songs for this. #xoxoJoanne
@slayjoannex euphoric
@GagaPancake I've been reliving our history preparing for this show. The movement of monsters is a special one. #bornthisway
"@MatthewPolimeno so great. We're all inspired, focused, and feeling blessed for such a great opportunity! #thefame"
It's been a while since we've talked so I wanted to take a few minutes today before halftime rehearsal. Whats up monsters?#gaga
Hi it's Gaga! I hope you're loving all of the new stickers and emoji's! 1 every album #thefame #TheFameMonster #BornThisWay #ARTPOP #Joanne
5 days https://t.co/1qLKbNRml7
My heart is melting!! Where's all my Grigio girls? https://t.co/AkmWwmYudV
she's an angel https://t.co/vDn7AnKION
...turning our problems into platinum.
"We are not only proud to receive jewelry as a gift, but to know the glamour of being strong, ambitious, &amp; creative in how we love ourselves"
"I am honored to be a part of the @TiffanyAndCo family, just one lady in a long line of generations of women. https://t.co/riMuVVQcRW"
6 days! #PepsiHalftime @NFL https://t.co/5gLsau8496
Me and my sister working on the Halftime show together. \U0001f3c8\U0001f46f https://t.co/XF4MR5VKkr
Time to go. It's showtime. And it's the one you've always been dreaming of. #SB51 #Gaga #GagaSuperBowl https://t.co/4tzz8Ncdor
"RT @iHeartRadio: #LittleMonsters, you're SO close you can almost taste it. Vote for #BestFanArmy at #iHeartAwards by tweeting w/ the hashta\u2026"
#WomensMarchOnWashington I'm so proud to be a woman alive during this time. Look how strong we are.  And there for\u2026 https://t.co/wuqgCEr8Al
My Journey To The Superbowl Halftime Show https://t.co/I1MGrlFfdL
"RT @iHeartRadio: A-YO #LittleMonsters, the time to vote for yourselves as #BestFanArmy at our #iHeartAwards is now. Make @ladygaga even mor\u2026"
"RT @billboard: This week in Billboard chart history: In 2009, @LadyGaga led the Hot 100 for the first time with ""Just Dance"" https://t.co/C\u2026"
"With this faith, we will be able to work together, to pray together, to struggle together, #IHaveADream"
@zoebabe997 thank you \U0001f60a\U0001f495
RT @LadyGagaLGN: Lady Gaga's tour is already booked and to be annoucenred after the #PepsiHalftime Get your coins ready! https://t.co/xBBFK\u2026
"RT @ABC: Pres. Obama on Biden: ""He visited college after college, and made friends with Lady Gaga"" for campaign against sexual assault. htt\u2026"
RT @BTWFoundation: We are so inspired by the people behind \u200b#DCBULLYBUSTERS! Check out their initiative + write a letter today! https://t.c\u2026
RT @lgposts: Retweet this tweet to vote for @ladygaga's #LittleMonsters to win #BestFanArmy at the 2017 #iHeartAwards! \U0001f337\u2764\ufe0f https://t.co/mIJ\u2026
"Join me, @BTWFoundation and @Twitter to #KickOffForKindness at the biggest game of the year! https://t.co/HIX2D7SWNL"
\u26a1\ufe0f \u201cSurprise EP marks what would have been David Bowie's 70th birthday\u201d\n\nhttps://t.co/XrKXux2ntp
"RT @WhiteHouse: In the past eight years, we\u2019ve seen historic moments that prove #YesWeCan create progress. It\u2019s thanks to you. https://t.co\u2026"
RT @gagadaily: There's a Million Reasons why #LittleMonsters are the #BestFanArmy. Here's just a few\u2026\nfrom @gagadaily monsters\nRT TO VOTE N\u2026
#LittleMonsters #iHeartAwards 9 years and counting!!! #BestFanArmy because they always embrace my twists and turns\u2026 https://t.co/tA9r8lnE6t
"Little Monsters, congrats on your #iHeartAwards nomination! \U0001f496 Tweet #LittleMonsters #BestFanArmy &amp; #iHeartAwards to\u2026 https://t.co/Ba6ShcSByZ"
RT @zeusgoldasterri: #GagaNews This Parody Of Lady Gaga's 'Million Reasons' Shows How Awful 2016 Really Was\u2026 https://t.co/8FDPManPRS
RT @halsey: Carrie Fisher dedicated her platform to mental health awareness &amp; female empowerment. She is a reason + reminder to keep up you\u2026
"We're all gonna miss you #RIPGeorge thanku for making so many of my favorite songs &amp; videos of all time ""Too Funky"" https://t.co/emcqlMBGXL"
If you're looking for some home-style Italian Recipes &amp; a look into my family history. You can get our cookbook--&gt; \u2764\ufe0fhttps://t.co/o174PlRFwD
Merry Christmas and Happy Holidays from me and my dad to you!! Natali and Mom are busy in the kitchen. We love you!\u2026 https://t.co/kjSSAzG1OP
"RT @MisterBroRo: Watch Lady Gaga, Elton John, etc. sing Mariah Carey's holiday classic 'All I Want For Christmas' with James Corden: https:\u2026"
Love your baby!! He's so cute! I'm glad he loves the song and video he's so little!! \u2764\ufe0f\u2764\ufe0f\u2764\ufe0f\u2728\u2600\ufe0f https://t.co/GGqqakGPo5
@CTiainen I THINK I SPOT A GRIGIO GIRL
@DereKills #JOANNE will always have your back &amp; be the angel on your shoulder
Though problems are challenging they often show the truth. We can stop &amp; see it. You might even say there is a gift in them. \U0001f381Happy Holidays
. @Bonzomutt thank you I feel that same gratitude \U0001f64f
I love my monsters \n\u26a1\ufe0f \u201cJoanne has really been a healing experience. Thank you Lady Gaga \u2764\ufe0f\u201d by @joanneslays37\n\nhttps://t.co/F2kjrGvK4u
". @LGagaAmerica Being different pays off, no matter what. Being yourself &amp; living your truth will always leave a legacy of authenticity.  \u2764\ufe0f"
.@SupportGaga66 @MisterBroRo it pays off to be different. Being u &amp; working hard in your truth leaves a legacy of authenticity. \u2764\ufe0f\u2728#Joanne
RT @BTWFoundation: Live now! Listen to our conversation with @cityofkindness + @MayorTomTait about how we can #ShareKindness https://t.co/c\u2026
RT @BNBuzz: Family is everything! @BNBuzz is so excited to have @LadyGaga\u2019s Dad\u2019s new JOANNE TRATTORIA COOKBOOK: a perfect gift! https://t.\u2026
RT @sharksqueen: Happy 2 months Joanne! Only 2 months ago Lady Gaga brought you to life but you already changed so many lives! Can't wait t\u2026
RT @HausOfDylann: Tune in tonight 9PM ET on NBC for a 'Tony Bennett Celebrates 90' special! Performances from Lady Gaga +more! #Tony90 http\u2026
This is so special to me \u2764\ufe0f\n\n\u26a1\ufe0f \u201cLittle Monsters thank Lady Gaga for giving everything she's got \U0001f339\u201d by @zombygaga\n\nhttps://t.co/a05IRuFvG8
Thanku my angels the real healin' is when I play these songs &amp; look in your eyes singin them back to me &amp; knowin I'\u2026 https://t.co/kKXabyWVv5
That makes me feel good thank u i made that music like a hymn from my heart to you https://t.co/ekqKOAozhj
Feel the same way about you darlin' https://t.co/qq0CIdIKC1
Happy 90th birthday Tony! Love u \U0001f496 Watch the celebration tomorrow at 9pm ET on @NBC! #Tony90 https://t.co/FpolQ5BBp6
Love this \U0001f3a4\U0001f48b\u270c\ufe0f\ufe0f\u26a1\ufe0f \u201cLady Gaga's discography\u201d by @austriamonster\n\nhttps://t.co/F0GIcEcXOu
"RT @CNN: Mariah Carey, Adele, Elton John and Lady Gaga bring the holiday spirit in special Christmas-themed 'Carpool Karaoke' https://t.co/\u2026"
RT @SurvivorHealer: SPECTACULAR artwork by the greatly talented @carlosgzz03 inspired by Lady Gaga's 'Million Reasons' music video.\n\U0001f31f\U0001f31f\U0001f31f\n\nht\u2026
RT @ryanleejohnson: \u26a1\ufe0f \u201cVideo: Lady Gaga's 'Million Reasons' live performances \U0001f60d\u201d by @ryanleejohnson\n\nhttps://t.co/3gCMnfCTl0 @ladygaga #Jo\u2026
RT @elchameleon: I liked a @YouTube video from @ambz_djackson https://t.co/QS4nYMXrjK Lady Gaga performs 'Joanne' on Alan Carr's Happy Hour
RT @SurvivorHealer: VIDEO: Lady Gaga delivers a heartfelt performance of #Joanne on Alan Carr's Happy Hour. \nStunning as always. \U0001f496\U0001f31f\U0001f3bc\n\nhttps\u2026
RT @YouTube: How many reasons are there to watch @LadyGaga\u2019s new video?\n\nWe\u2019ll let you take a guess. https://t.co/mtn7wGdbU1 https://t.co/E\u2026
https://t.co/5qfyR22l8g
My fans \u2728are superstars. \n\n\u26a1\ufe0f \u201cLittle Monsters React To Lady Gaga's Million Reasons Video!\U0001f496\U0001f451\u201d by @AmyGrimesSuxx\n\nhttps://t.co/rnnsqHyp5W
@rihftperry thank you I love you and all my fans so much for supporting my evolution you all give me a Million Reasons to stay. \u2764\ufe0f
Perfect Illusion leads right into this...a story and look into my life\n#MillionReasonsVideo \nWATCH IT HERE---&gt;: https://t.co/rmjJ5IIizz
RT @MTV: Turn on MTV right NOW to watch the premiere of @LadyGaga's #MillionReasons music video \U0001f498 https://t.co/BxZgYCFXVQ
RT @MTV: \U0001f6a8 @LadyGaga has taken over our Instagram stories in honor of her #MillionReasons video premiere today at 3p EST \U0001f6a8 https://t.co/Hmz\u2026
#MillionReasonsVideo out in 3 hrs 47min \u2764\ufe0f\u2764\ufe0f!!!!!\u2728\U0001f601\u2600\ufe0f https://t.co/sfvV8v1Jfq
I had so much fun at The Royal Variety Performance! Watch it here #MillionReasons LIVE: https://t.co/op3WzlmBWP
So excited to sing for members of The Royal Family and the country \u270c\ufe0f\ufe0f\U0001f1ec\U0001f1e7#RoyalVarietyPerformance https://t.co/ylpj4V5fnr
"#MILLIONREASONS video tomorrow, + it starts right where #PerfectIllusion left off. @MTV premiere WORLDWIDE at 3pm E\u2026 https://t.co/ZppCNsrICf"
@piersmorgan if you continue to shame me in the process of kindly agreeing to interview w/ u I'll happily do the interview with someone else
"@piersmorgan Let's do that &amp; yes Mr. Morgan, I can handle u. Suprised you would question that. Was that the 1st question of our interview?"
"@piersmorgan if anyone in your family suffers from it, I pray they have more good days than bad. It has affected me &amp; my whole family.\u2764\ufe0f\u270c\ufe0f"
"@piersmorgan would also love to talk with you about PTSD, that it's not just a ""military"" disorder. There is a mental health youth epidemic."
"@piersmorgan I've work w/ our VP Joe Biden on helping educate people about why women don't report, would love to share it w/ you some time."
@Madonna your speech at the Billboard Music Awards was inspiring. You're so brave &amp; strong. Thanks for being that for us girls we need that.
"RT @Interscope: Watch the new trailer for @CBeautyMovie featuring @LadyGaga's #MillionReasons below, and get the track on #JOANNE: https://\u2026"
"Me performing ""Million Reasons"" from Japan in a golden lotus flower piano. With my sweeties... https://t.co/sHRysew7gX"
"Was just a lil girl w a big dream, a reminder that you should never give up. So many told me id never make it but I\u2026 https://t.co/Q0dulhh0bT"
"Good morning have a beautiful day everyone\u2600\ufe0ftry &amp; do one kind thing, even small, for someone else.  You'll find it does something for u 2.\U0001f423\U0001f331"
RT @ObserverOfGaga: 2016 has been an amazing year for Lady Gaga!\u2728https://t.co/FMunnVMoZr
Thank you @AlanCarr! Watch my performance of #MillionReasons and get it on #JOANNE \U0001f33e https://t.co/aRsHvSC5ls https://t.co/CQgo504C1f
RT @gagamonster96: Watch Lady Gaga perform 'Million Reasons' on Alan Carr's Happy Hour here: https://t.co/xom6js7LVW https://t.co/74EcsWatB6
#MakingJOANNE / EPISODE 2: MILLION REASONS https://t.co/4qZIEyQJ8t\nWatch me recording #MillionReasons in the studio with @MarkRonson #JOANNE
RT @hausoframez: Lady Gaga rehearsing Million Reasons: https://t.co/HzEiiDkvRU
People should watch this. Well done man. \U0001f44f https://t.co/xEaMEDraa0
"Happy Holidays \U0001f3b6\u2764\ufe0f\ufe0f\U0001f381\U0001f389! #MillionReasons xoxo, Joanne https://t.co/QE8KTcAfZ3"
You guys are pretty awesome \u26a1\ufe0f \u201cLittle Monsters are the most talented fanbase! \U0001f495\U0001f3a8\u201d by @Gagas_Illusion\n\nhttps://t.co/SXS6FgNrfL
"A look into my life, a new article and fashion spread in @VanityFairItalia love \u2764\ufe0f you guys #Joanne #LadyGaga https://t.co/c8YiTAY4nG"
Hereee we gooo! Watch my performance of A-YO and John Wayne from the #VSFashionShow! https://t.co/PRBxktBkUs
RT @gagamonster96: Lady Gaga / Million Reasons\niTunes: https://t.co/Hlv2jm4FAh\nSpotify: https://t.co/br0Vc5u8Hq\nVSFS: https://t.co/KS4fhSL6\u2026
@ragdollnina @AlbertKennedyTr love you Nina. You go through so much and still give back to others. So dope.
Donate to @AlbertKennedyTr @BTWFoundation Empower homeless youth by providing safe haven as well as research to inf\u2026 https://t.co/vfJr4ZFeW5
"Click Below WATCH the Victoria's Secret Angels walk while I sing ""Million Reasons."" This is one you don't wanna mis\u2026 https://t.co/ugjk03GtWB"
RT @JuelzLovesKush: Lady Gaga - Million Reasons (Live From The Victoria's Secret Fashion Sho... https://t.co/uO3vJRWgQc via @YouTube
I \u2764\ufe0fthese kids @AlbertKennedyTr Us at the @BTWFoundation want you to #ShareKindness and donate to these homeless LG\u2026 https://t.co/yHZ0U7WnQN
My #VSFashionShow performances are on VEVO! Watch #MillionReasons now: https://t.co/XTvd0fxnnO
\u2764\ufe0f\u2764\ufe0f\u2764\ufe0f\u2764\ufe0f https://t.co/ioVvWDTtjx
I wrote a letter sharing my experience w/ PTSD. I want 2 help others understand what it is + how to get or give help https://t.co/7wmuvNLcT5
RT @LadyGagaNowNet: Lady Gaga meeting Britain's Prince Charles and his wife Camilla at the Royal Variety Show. https://t.co/4VUiN1v7wF
It wasn't just sexual assault that led to my complex PTSD. I have prolonged repetitive traumas over the course of m\u2026 https://t.co/EZ9JP3JAAK
"RT @AppleMusic: Building a kinder world with @ladygaga, @BTWFoundation + @TODAYshow \U0001f495\n#ShareKindness\nhttps://t.co/5X2c1sZRTB"
\u26a1\ufe0f \u201cLady Gaga at the #VSFashionShow ! @ladygaga \u201d by @Haiirtz\nand VEVO links to my performances coming up \U0001f460\U0001f3b8\U0001f3a4\U0001f607\U0001f3a5\nhttps://t.co/T5w8oMG4IT
Thank you to the musical singing angel fashion Queen @TheRealDaphne for lending me these major purple heels. Thank\u2026 https://t.co/A2NDi8j9kV
"Was rockin this archive Gianni Versace look today in honor of Donatella Versace's new book,. She is an amazing &amp; in\u2026 https://t.co/23zPbZFBq4"
Watch me perform with some fierce dark angels at #VSFashionShow . When my lil sissy @GiGiHadid fist pumped to John\u2026 https://t.co/U7iMwCiZSf
Thank you to @TheXFactor + UK monsters for last night \U0001f618 #MillionReasons is available now for 59p on @AppleMusic UK\u2026 https://t.co/NnS424bGs3
Tonight I wore a dress by designer @Brandonmaxwell https://t.co/iEq7Artd03
"i love the dress @Brandonmaxwell made for me tonight. Special dress. Special evening. So many inspiring artists, a\u2026 https://t.co/DnAJ39J02w"
RT @gagamonster96: Lady Gaga with Craig Green after presenting him with the British Menswear Designer Award at the 2016 #FashionAwards toni\u2026
Whose watching the Victoria Secret Fashion Show?\U0001f495\U0001f451\U0001f459\U0001f607 https://t.co/xETICa3xIW
"RT @yankeesbw51: ""Just be kind. The act itself, it's free. And it's priceless""-Lady Gaga @ladygaga #ShareKindness https://t.co/LRLLPJDdJX"
So excited for #vsfashionshow tonight! We'll see you there! \U0001f48b\U0001f3b6 https://t.co/OKobn4hB1u
RT @AmyGrimesSuxx: Lady Gaga gave me #MillionReasons to smile watching her perform on the #XFactorUK @ladygaga Watch it here: #JOANNE \U0001f496http\u2026
Today I shared one my deepest secrets w/ the world. Secrets keep you sick w/ shame \u2764\ufe0fWatch this video #ShareKindness https://t.co/Rynfxekz3Z
"To the LGBTQ's @AliForneyCenter thank you for sharing your stories, trauma &amp; pain with me &amp; the world today. Your kindness is contagious. \u2764\ufe0f"
RT @TODAYshow: WATCH: @ladygaga shares kindness and powerful message on visit with LGBT teens https://t.co/jy7EV5tyIx #ShareKindness https:\u2026
Watch @TODAYshow at 8am EST learn how my foundation will partner with @NBC. Let's inspire suffering youth to be kin\u2026 https://t.co/rcBiRsFpJr
\u2764\ufe0f\U0001f48b\U0001f3a4SEE YOU THERE \U0001f3a4\U0001f3b6\u2764\ufe0f\u270c\ufe0f\ufe0f https://t.co/lC8B97qXQz
Watch me! #GagaOnXfactor singing my song #MillionReasons from my new album #Joanne \U0001f1ec\U0001f1e7\U0001f3a4 https://t.co/gb1XB3XGsD
"RT @daisypinfold: Gaga on Xfactor tonight \U0001f60d stunning visuals and amazing vocals as always, would not expect any less \u2764\ufe0f\u2728 @ladygaga https://\u2026"
"Thank u I love u &amp; my UK fans so much! Good luck to the contestants. Follow ure dreams no matter what, u can do any\u2026 https://t.co/eq0d8Dpqcp"
Tomorrow @BTWFoundation launches #ShareKindness with @TODAYshow in NYC! Head to 30 Rock at 10am + say hi to @momgerm @menista + Team BTWF
"If you haven't yet, watch my backstage \U0001f3b6 singalong music video of #MillionReasons with the Victoria's Secret Angels\u2026 https://t.co/WdFsAPL25g"
\u26a1\ufe0f \u201cLady Gaga fans enter Pepsi Halftime contest!\u201d by @GovnHooker\n\nhttps://t.co/ltQ9fWijJJ
Thank u all my angels \U0001f47c for helping me remind the world that we all have an angel inside us \U0001f496 Love u girls!!\u2026 https://t.co/cl75mrPBao
"RT @MisterBroRo: Lady Gaga discussed LGBTQ+ rights in Donald Trump's America at her private event in London, UK. https://t.co/OkvDj5i0QL"
RT @YolanCris: All details about Lady Gaga's look at Victoria's Secret #fashionshow 2016 on the blog today! Check out! \n//... https://t.co/\u2026
This is the sentiment of #Joanne. Thank you @YolanCris for this romantic dream of a dress. No stretch lace couture\u2026 https://t.co/S3E2dfj0qY
Thank you Alaia for this beautiful one of a kind dress. It was so warm for the holidays it felt like you were huggi\u2026 https://t.co/8nQR8SzBro
I \u2764\ufe0fhim and also the #JoanneVibes hat. That @aliciakeys has a 24k set of ears! https://t.co/1D5v9yWgKs
"RT @LadyGagaNowNet: ""I saw the happiest people in the poorest parts of the world. In the richest homes I meet the saddest &amp; most depressed\u2026"
These girls show tremendous vulnerability and strength entertaining the \U0001f30ein this show. Was proud to be there just t\u2026 https://t.co/0TtkSYxsvY
So much girl fun! \U0001f444. https://t.co/HQV6xhWGBR
Thank u @faspiras @SarahTanno for the beautiful hair and makeup. You are legendary! \U0001f444\U0001f471\u200d\u2640\ufe0f\U0001f485 https://t.co/TxhRzPTmNT
Thank you &amp; thank you to my brilliant friend ALAIA for the beautiful lace gowns I wore for the pink carpet and  fin\u2026 https://t.co/Lkl5JUboPp
Couple bruises from dance rehearsal but love rocking this silver VS! Thank you to the Angels \U0001f47c for treating me like\u2026 https://t.co/xZ97oX9do3
