#idontwannaliveforever #fiftyshadesdarker\nhttps://t.co/PwER46Gt3F
#idontwannaliveforever #fiftyshadesdarker https://t.co/Tl9TAHIUTZ
\U0001f942 #idontwannaliveforever #FiftyShadesDarker\n\nhttps://t.co/Nta0MJLKyt
Thank you @jasongay for hanging out with me and @BritMaack at her wedding!! Read his awesome Vogue cover story:https://t.co/CIJWpEyNdW
RT @voguemagazine: This is how the world\u2019s biggest pop star spends her precious downtime: https://t.co/2PtNe8sA8F
Thanks @voguemagazine! I love this one. https://t.co/FoNLCNuPFC
RT @JosephKahn: It came! Thank you taylorswift for the new hardware. You are the best home decorator ever :) @\u2026 https://t.co/MLO5XlcUbZ
The best people in life are free. \n\n#NewRomantics \nhttps://t.co/qpp4HneyVX https://t.co/aYZ4iiJgnU
RT @kelly_clarkson: Oh my gosh @taylorswift13 your commercial right now where you fall off the treadmill is pretty much my favorite thing e\u2026
What an unbelievable run we've had with 1989. I'm so grateful for all of these memories &amp; all of you. #iHeartAwards https://t.co/zGNnFEg6tZ
RT @selenagomez: #OG \U0001f64c\U0001f3fc https://t.co/YAd6oUSd3s
"RT @jtimberlake: My good friend, Taylor.... Congrats, dear!!! #iHeartAwards https://t.co/uFzYBrXYEv"
Headed to the #iHeartAwards now!!
RT @troyesivan: .@taylorswift13 @RubyRose https://t.co/kLI4MwToXM
Based on true events. #TAYLORvsTREADMILL \n@applemusic @Drake @1Future\nhttps://t.co/ryUY3Yz7Pr\nhttps://t.co/1eIHjoVIFU
"RT @austinswift7: Recently realized that in 4 years we'll all be living in ""the twenties""  I'm not mad but a heads-up on that one might've\u2026"
GROUND YOURSELF.\n@austinswift7 https://t.co/mkUQYeto0i
A devastating loss.\n@austinswift7 https://t.co/ok021VmIEn
Easter Egg Battles 2016\n@austinswift7 https://t.co/Nv85oxoBQj
"RT @twitter: Thank you, @taylorswift13 for celebrating love and sharing your stage with us every day. #LoveTwitter\nhttps://t.co/mfkSawqfLK"
Dogs tho. https://t.co/h0uiMM6JO2
HAPPY BIRTHDAY AUSTIN!!!!!\nThanks for 24 years of LOLs.\n@austinswift7 https://t.co/ruTohXcwWO
RT @RWitherspoon: Happy #InternationalWomensDay ladies!!! A little inspiration courtesy @taylorswift13 #IWD2016 \U0001f3a8@FOXADHD https://t.co/kG8N\u2026
So grateful and inspired today!\nTake the Pledge For Parity at\nhttps://t.co/nQosDLJSY2\n#HappyInternationalWomensDay https://t.co/MkZJfa5I7Y
I feel like we achieved our goal of looking like we're in a new primetime drama series called Family Secrets. https://t.co/O33kRm8VJH
I'm very happy to say the next single from 1989 will be 'New Romantics'.
RT @BindiIrwin: So grateful to have people like @taylorswift13 in the world to share positivity and light. We all need a reminder to stay s\u2026
"RT @RubyRose: Congratulations @taylorswift13 first you looked amazing, second you performed like a queen and you ended with an on point spe\u2026"
RT @alexmorgan13: Preach @taylorswift13! It's so great to see strong women using their platform to support and inspire girls and women. #po\u2026
RT @AbbyWambach: Amen @taylorswift13 A-effing-men!!!!  #mygoshwhatanacceptancespeech
The moment it hits you.\n@jackantonoff \n#GRAMMYs https://t.co/cKZDjZ3uWN
RT @jessetyler: I'm channeling my inner @taylorswift13 today. I'm quoting that @TheGRAMMYs speech to anyone who crosses me. https://t.co/bI\u2026
Oh what a night. \u2b50\ufe0f https://t.co/6GXus3xD4s
RT @oliviamunn: High-\u270b to @taylorswift13 for her big win last night at The Grammys and for giving a kick ass speech to inspire girls everyw\u2026
RT @RWitherspoon: @taylorswift13 Loved your amazing words! Keep encouraging all those young women to write their stories&amp; sing their songs \u2026
RT @Mariska: Congrats @taylorswift13 on the #BadBlood big win! #MadLove #VideoOfTheYear #BandaidsDontFixBulletHoles #Grammys
@ChrisStapleton I glitter-bomb because I care.
@TheGRAMMYs @edsheeran YES.
RT @TheGRAMMYs: Congratulations to @EdSheeran for his first GRAMMY win on #GRAMMYLive. #GRAMMYs https://t.co/nNifrCUeGm https://t.co/NNA3nK\u2026
Bad Blood just won a Grammy for Best Music Video and we are not ok.\n@selenagomez https://t.co/EquWAq0UPg
"RT @TheGRAMMYs: Congrats Best Music Video @taylorswift13 ft. @kendricklamar - ""Bad Blood"" #GRAMMYs"
RT @imogenheap: Heading to @designindaba now via LHR. Almost 2 years ago @taylorswift13 and I made #clean together. Good luck @TheGRAMMYs t\u2026
RT @jackantonoff: 1989 just won pop vocal album!!!! accepted it with t on the phone :) albums made in small apartments win grammys. into it\u2026
RT @TheGRAMMYs: .@taylorswift13 calls in (w/@jackantonoff's help) to accept the 1st award at #GRAMMYPremiere https://t.co/9AgLqgsWb5 https:\u2026
@TheGRAMMYs I AM SCREAMING
RT @TheGRAMMYs: Congrats Best Pop Vocal Album @taylorswift13 - '1989' #GRAMMYs https://t.co/6gqbPR2JmW
RT @TheGRAMMYs: Today's the day! \U0001f389 #WitnessGreatness at the 58th #GRAMMYs tonight on @CBS at 8PM ET/5PM PT https://t.co/D8SqfZrK4h
"The making of the Out of The Woods video, directed by @JosephKahn \n\U0001f332\U0001f332\U0001f332\U0001f332\U0001f332\U0001f332\U0001f332\U0001f332\U0001f332\U0001f332\U0001f332\U0001f332\U0001f332\nhttps://t.co/Spc3VNnR8e"
COLDPLAY\nMARK RONSON\nBRUNO MARS\nBEYONC\xc9\nDANCE BATTLE \nFIX YOU MONTAGE\nJOYOUS FINALE\nOH MY GOD IT WAS SO GOOD I FEEL LIKE I DREAMED IT
RT @TheGRAMMYs: It's true! @taylorswift13 will return to the GRAMMY stage for a performance at the 58th #GRAMMYs Feb. 15 on @CBS! https://t\u2026
Stunning. \nhttps://t.co/JgII9TdjNK
RT @MusCornerNash: What's your favorite song from @taylorswift13's 1989? Nashville songwriters will sing them 2/5 @CityWineryNSH https://t.\u2026
@MusCornerNash @CityWineryNSH This is amazing!! I'm so honored that you would do this.
Magic\nMadness\nHeaven\nSin\n\nhttps://t.co/DUGPiS2jg6
Say you'll remember me.\n\nhttps://t.co/GwbFXg7k6U
She lost him \nbut she found herself \nand somehow that was everything. \n\n#OOTWMusicVideo is now on @VEVO\xa0https://t.co/k4emHDRfD3
"""I just realized we got through Christmas this year without listening to 'Christmas Lights' by Coldplay and crying!"" \n-@austinswift7"
Are we in the clear yet?\n\n#OOTWMusicVideo \nPremiering at 10:50pm EST on ABC @NYRE @JosephKahn @RyanSeacrest https://t.co/x2KYNDRTbK
"RT @NYRE: Oh, the anticipation for the #OOTWMusicVideo! \U0001f601 Who's ready for the premiere on #RockinEve, TONIGHT at 8/7c?! https://t.co/QRZF6n\u2026"
Are we out of the woods yet?\n\n#OOTWMusicVideo premieres tomorrow night on @NYRE with @RyanSeacrest! https://t.co/wRLrZeaARh
You used to call me on my elf phone. https://t.co/nMgUI0Igp6
Performing with Mary was a dream. Thank you @maryjblige for this incredible moment you created in LA. \u2764\ufe0f \nhttps://t.co/fKRtvtpkLw
I can't wait to show you the video for Out Of The Woods!\n\U0001f332\U0001f332\U0001f332\U0001f332\U0001f332\U0001f332\U0001f332\U0001f332\U0001f332\U0001f332\U0001f332\U0001f332\U0001f332\nIt's premiering 12/31 on @NYRE with @RyanSeacrest.\n#OOTWMusicVideo
"RT @GMA: That's right! @taylorswift13's music video debut for ""Out of the Woods"" will be during @RyanSeacrest's @NYRE! https://t.co/scJ73H9\u2026"
RT @camilacabello97: currently watching @taylorswift13 's 1989 world tour movie in the backseat of my car and crying at how magical it is
RT @AppleMusic: #1989WorldTourLIVE is HERE.\nTY @taylorswift13! \u2728\nWatch now on #AppleMusic.\nhttps://t.co/vq14vXfPwn\nhttps://t.co/mkZEFi2tYf
RT @TwitterMoments: People are totally freaking out \U0001f631over @taylorswift13\u2019s 1989 World Tour Live. See the moment here: https://t.co/RD1xHKVA\u2026
It's here! #1989WorldTourLive is now on @AppleMusic! https://t.co/ujxT7ggxbS https://t.co/1Y3nv4FVIl
This clip brought back so many amazing memories!!  \nI love you @idinamenzel and @TheEllenShow \u2728\u2728\u2728\nhttps://t.co/O6xnZEihaH
Celebrate with us December 20 on @AppleMusic \U0001f389\U0001f389\U0001f389\n#1989WorldTourLIVE https://t.co/oksxT1q6pM
Met up with @ZaneLowe to talk about #1989WorldTourLIVE- airs tomorrow at 9am PST on @Beats1 \nhttps://t.co/rzGwjF4mYn https://t.co/gaF0k62cqt
Thank you so much for all the birthday wishes. I have a little surprise for you.\n#1989WorldTourLIVE @applemusic\nhttps://t.co/actZbWBt4R
Today I begin my 26th year of freaking out over stuff. https://t.co/HjWAE7sluQ
"Farewell, 1989 World Tour. \U0001f494\u2764\ufe0f https://t.co/YraKYoIMkK"
"The 1989 World Tour is officially over, the most beautiful chapter in our story so far.. Thanks to you."
can we get a selfie tho https://t.co/UscfTtwMxC
"Thank you, Brisbane, for an epic night. You guys are incredible \u2764\ufe0f https://t.co/cgNII9P3ps"
Me: Please love me.\nKangaroo: No. https://t.co/9CLnECzgF1
Making friends on Hamilton Island. https://t.co/26SLoiCUZt
"Swift family road trip!\nSouth Island, NZ\n\n@austinswift7 https://t.co/xxhiHwNnSk"
"I love you, Sydney.\nAll 76,000 of you. https://t.co/URV3YlAtlT"
Praying for Paris. Our hearts are breaking for and with you. https://t.co/8tQF6QHyz6
"Farewell, Shanghai!! \n\U0001f48b https://t.co/UOwfdCAtar"
"RT @Scholastic: How does @taylorswift13 #sharepossible? With an incredible donation of 25,000 books to NYC schools! Read more: &gt;&gt; https://t\u2026"
I loved playing Shanghai last night-- so stoked to play 2 more shows here!! https://t.co/nzFCEdOdQN
@NRJhitmusiconly Merci!!!! \U0001f1eb\U0001f1f7\U0001f1eb\U0001f1f7\U0001f1eb\U0001f1f7\U0001f48b\U0001f48b\U0001f48b
Congratulations on your CMA wins @KeithUrban @ericchurch @FLAGALine @MaddieandTae and @macmcanally!! Sending you hugs from Singapore \U0001f3c6\U0001f3c6\U0001f3c6\U0001f37e\U0001f37e\U0001f37e
Sending congrats from Singapore to Nashville to my friends who won CMAs tonight! @lukebryan @mirandalambert @chrisstapleton @littlebigtown
Elevator Elsa!!! Amazing.\n@idinamenzel \nhttps://t.co/pNpr9PKF26
RT @billboard: Taylor Swift is now a member of a new squad (and this one is even more exclusive) https://t.co/iJdR0VhGwC
RT @lordemusic: my angels!!! @taylorswift13 @alessiacara
Sharing a stage with @alessiacara and @idinamenzel was the perfect way to end this amazing chapter. Thanks ladies \u2603\U0001f495 https://t.co/7UvqdtP5qM
"""The cold never bothered me anyway"" \n*QUICK CHANGE*\n@idinamenzel \n#letitgo #1989TourTampa https://t.co/Ua6JcGk8or"
"I honestly couldn't be more impressed by @alessiacara. 55,000 people and she was absolutely fearless. https://t.co/btwupLZCLv"
About to play the last show of the US 1989 Tour. \nFeelings EVERYWHERE.\n#1989TourTampa
"With every passing day, Olivia looks less like a cat and more like a melting snowman.\n\nHappy #NationalCatDay \U0001f431\u26c4\ufe0f https://t.co/5iHXCBuZo7"
This is one of my favorite covers I've heard of Out of the Woods-- amazing job @4kingandcountry \U0001f451\u2728\U0001f3a4\n\nhttps://t.co/z8GySLXGCu
"Miami!!! What a night! Thank you to our surprise guests @DwyaneWade, @pitbull &amp; @ricky_martin \U0001f389\n#HappyBirthday1989 https://t.co/3BlvILVckW"
"To celebrate #HappyBirthday1989, here's something from me. \nOut of the Woods (solo acoustic piano performance)\n\U0001f3b9\U0001f332\U0001f332\U0001f332\U0001f332\nhttps://t.co/C6dUjyYgw3"
RT @treepaine: Fun facts:1989 has reigned No.1 on the Billboard 200 chart for 11 weeks &amp; has been in the Top 10 for 52 consecutive weeks. H\u2026
1989 came out 1 year ago today. It's been the best year of my life.\nI love you guys.\n#HappyBirthday1989 https://t.co/J1Xx2NKIkE
RT @charliewalk: @TaylorSwift13 Scores Fifth No. 1 From '1989' on Pop Songs Chart @billboard https://t.co/UzKGk8Y00M
"Wildest Dreams just hit number one on Top 40 radio! Thank you so much for everything, guys. \U0001f37e\U0001f37e\U0001f37e\U0001f37e\U0001f37e\U0001f37e\U0001f37e\U0001f37e\U0001f37e\U0001f37e\U0001f37e\U0001f37e\U0001f37e\n@RepublicRecords @charliewalk"
"""Now if we're talkin body...""\n@ToveLo \n#1989touratlanta https://t.co/AKmwgi7dlz"
Tonight was magical. @ToveLo was incredible. I \u2764\ufe0f you Atlanta. https://t.co/pu4h7EPHmK
RT @mirandalambert: @taylorswift13 .... You are a bad ass! Amazing show! #inspired  https://t.co/TYdS1iCkYW
Ooooooh\nAhhhhhhh\n\n@mirandalambert \n#1989TourGreensboro https://t.co/KVyAvsj2uW
This is a video of @mirandalambert sitting on a throne of men at #1989TourGreensboro \U0001f525\U0001f525\U0001f525 https://t.co/unV6FvYD7q
"\u2728Thanks Lexington, KY!\u2728\n#1989TourLexington https://t.co/geG2coWTiF"
"RT @billboard: .@TaylorSwift13's ""Blank Space"" is now the most viewed video on @Vevo https://t.co/fDCw2WPLRU"
"RT @Vevo: Take a bow, @taylorswift13! #BlankSpace is now the most viewed vid on Vevo! https://t.co/ROTcKad8iA #BlankSpaceVevo https://t.co/\u2026"
RT @JimmyKimmelLive: Backstage at #KimmelinBrooklyn - NEW show tonight with @TheRyanAdams #1989 11:35|10:35c #ABC https://t.co/UkD4tzqu4p
One of my favorite people to ever have been interviewed by: @TheRyanAdams \n\nhttps://t.co/vV4TZFYl7X
RT @billboard: 8 (impressive) things you didn't know about @TaylorSwift13's #1989: http://t.co/rW6li8921f http://t.co/fKuyJ1qlS1
RT @taylornation13: 'I can't see clear no more' bc the beautiful @elliegoulding blessed us w/ 'Love Me Like You Do' at #1989TourDallas \U0001f46f ht\u2026
"60,000 people at  #1989TourArlington tonight. What a night \u2728 http://t.co/iz06o6ZvyO"
What are you waiting for?\n@elliegoulding http://t.co/Tn2Q2IjiJ4
Band aids don't fix kitchen knife related injuries. http://t.co/Z7VvyNNznN
"Thanks for the beach day, @GQMagazine \u2600\ufe0f http://t.co/o91BaiRQYp"
So stoked about @R3HAB's remix of Wildest Dreams!\n\nhttp://t.co/tAuhNZHzc9
RT @TheGRAMMYs: Go inside @taylorswift13's journey crafting '1989' in this intimate 3-part listening session http://t.co/AYXlFW7WJJ http://\u2026
"Tackling my former fear of horns, writing with magical @imogenheap, creating 'Shake it Off' &amp; 'Clean':\n\nhttp://t.co/4n7MONyd8b\n\n@GRAMMYPro"
RT @vogueaustralia: First look: @taylorswift13 for Vogue Australia November 2015. http://t.co/6F5eQ2cyl6
"RT @NME: Power, fame &amp; the future - the full @taylorswift13 NME cover interview http://t.co/UqEEEffUYl http://t.co/eEt2QkfhKQ"
RT @GRAMMYPro: Part II of our conversation with @taylorswift13 is now live.  https://t.co/dx1waUJN9b
The making of 'Out of the Woods' and 'I Know Places'.\n\nhttp://t.co/8hBc1Npytb
Brb I'll just be listening to 'Hands To Myself' all day and then forever.\n\nLove you so much @selenagomez \n#Revival is OUT NOW!!!
Behind the scenes of the 1989 World Tour\n@beck and @st_vincent in LA at sound check \nOne of my favorite memories. http://t.co/YFJOyMl9QZ
RT @TheRyanAdams: #1989 \nVINYL &amp; cd \nhttp://t.co/Y7tm69v1mm http://t.co/gHU4cJmadY
RT @SPINmagazine: .@TheRyanAdams' album of @taylorswift13 covers is getting a CD and vinyl release http://t.co/nYPv2yIpjt http://t.co/Ur75q\u2026
I haven't opened up about making 1989 like this before. \nThanks @GRAMMYPro for the opportunity.\nhttp://t.co/vg5PNA6nJ6
"My Instagram just hit 50 million, thanks so much guys. Though I'm pretty sure it's just because I have cute cats. \U0001f638 http://t.co/e2ZacE66JK"
"RT @billboard: .@TaylorSwift13\u2019s ""1989"" remains the year\u2019s top-selling album http://t.co/wanbuMxlOq"
Thanks @GQMagazine for my first cover :) http://t.co/lzCz5MbMHT
RT @GQMagazine: Taylor Swift rules the world http://t.co/P57hDEA8Tl http://t.co/B9mYVdxtPf
RT @HuffPostSports: 11-year-old football-playing girl wears No. 13 because @taylorswift13 http://t.co/9QrfgVUTQn http://t.co/eTFa0IQAgW
RT @hudsonthames: .@taylorswift13 thank you so much!! Been blasting 1989 for weeks but what else is new @HaileeSteinfeld \U0001f3b6\U0001f3b9\U0001f3bc http://t.co/rL\u2026
http://t.co/Zw9MvA8dGE
RT @billboard: .@TaylorSwift\u2019s #1989 spends a 49th straight week in the #Billboard200 top 10 http://t.co/NidpUChetZ http://t.co/VFsbPBXcyc
RT @EllenPompeo: @taylorswift13 that's because she's dark and twisty!
Meredith is allergic to joy. http://t.co/FIaVmUVCid
RT @charli_xcx: thank u so much for having me in Toronto tonight @taylorswift13 it was fuuuun \U0001f495\U0001f1e8\U0001f1e6
"Looking good, Toronto. \nAll 50,000 of you. http://t.co/e8WcxcaJlk"
I LOVE YOU @charli_xcx !!!\n#boomclap\n#1989TourToronto http://t.co/25BVGixSTf
RT @KeithUrban: Grease is the word!!! Hey @taylorswift13 - u killed it last nite - thank u for the invite - ridiculous fun!!!!!! - KU http:\u2026
"RT @treepaine: ""I am discovering layers and layers of songwriting genius,"" @marygauthier_ on 1989.  http://t.co/y6oHxencOr"
RT @billboard: Taylor Swift brought out @KeithUrban to perform his new single at her 1989 concert in Toronto http://t.co/khkVoMTNgG
"Tonight @KeithUrban played ""John Cougar, John Deere, John 3:16"" in Toronto with us!! Here's a pic from sound check: http://t.co/GLgxJlep1E"
RT @billboard: .@TaylorSwift13 and @TheRyanAdams made history on the #Billboard200 http://t.co/VhCh4uUmEG http://t.co/UNmGsQbu3g
RT @RollingStone: Watch Ryan Adams cover Taylor Swift as Trevor Noah's first #DailyShow musical guest http://t.co/X1wVEvHtoL http://t.co/Ae\u2026
RT @comedynetwork: Web Exclusive: @TheRyanAdams performs @taylorswift13's 'Blank Space' on @TheDailyShow: http://t.co/ffz2SSP6uP http://t.c\u2026
RT @bshorrhandmade: Watch @TheRyanAdams' beautiful version of @taylorswift13's Blank Space in this @TheDailyShow web exclusive: http://t.co\u2026
RT @dherzog77: @Trevornoah welcomes @TheRyanAdams as his first musical guest on @TheDailyShow #1989 http://t.co/P9BTnP4ADb
RT @TheRyanAdams: COOL! Me and the #1989 band are on @TheDailyShow today!!! https://t.co/vaCMGLBdry
Getting pirate ship/sword fight movie scene vibes from this orchestral version of Bad Blood and I'm happy about it. \nhttps://t.co/sHId54rpn5
Live your dreams. \n\n@HAIMtheband @Nelly_Mo http://t.co/OLkgU6LosH
RT @billboard: .@TheRyanAdams is taking over the Hot Rock Songs chart with his @TaylorSwift13 covers! http://t.co/73FQwkLMZL
"RT @TheRyanAdams: Band Rehearsals for the 1989 TV spots today in NYC. So fun!!!\nRain, @taylorswift13 tunes &amp; great vibes! http://t.co/imBCr\u2026"
I LOVED getting to sing The Fix &amp; Hot in Herre with @Nelly_Mo! What a way to end @HAIMtheband's run on the 1989 Tour\U0001f525 http://t.co/xtvGrbVPeU
"""WHAT?!""\n\n@Nelly_Mo @HAIMtheband \n#1989TourStLouis http://t.co/lZYDlJNmsS"
The highlight of our friendship thus far @HAIMtheband \n\nPS WE LOVE YOU @Nelly_Mo \n#1989TourStLouis http://t.co/3USBBookRg
"RT @taylornation13: BUSTING LOOSE bc Tay, Nelly &amp; HAIM threw it back 2night w/ 'Hot in Herre'  #1989TourStLouis http://t.co/LJiJvaNegm"
RT @HAIMtheband: DOING OUR BEST CHARLIE'S ANGELS IN ALL WHITE \U0001f64c #hotinherre #1989TourStLouis http://t.co/hnILno8DJW
RT @babyhaim: I just danced with @Nelly_Mo with @taylorswift13 OFFICIALLY LOST MY CHILL \U0001f633\U0001f631 #1989TourStLouis
RT @jizziemcguire: casually danced behind Nelly on my last night of tour \U0001f480\U0001f480\U0001f480 http://t.co/kvAlybTUxp
"What the press says I'm doing:\nBuying a Bev Hills mansion, getting married in an English castle\n\nWhat I'm doing: Playing a show in St. Louis"
Why I like bringing out surprise special guests on tour:\nhttp://t.co/jSZNIJstRP
RT @billboard: Both @TaylorSwift13 AND @TheRyanAdams' '1989' albums are in the top 10 on the Billboard 200 http://t.co/WEj7b6RhdK
"RT @RollingStone: Watch Taylor Swift and Mick Jagger sing Rolling Stones' ""Satisfaction"" in Nashville http://t.co/vNQWmkZMgL"
RT @TheRyanAdams: It's the SONGS that matter. The stories. The love. \nBuild things. Go deep. Dare. \nXO\n1989 \nhttps://t.co/Xwpwk1SAfv http:/\u2026
RT @ELLEmagazine: .@taylorswift13 and @MickJagger seriously shut it down for the #1989TourNashville: http://t.co/zpKOZaDykw http://t.co/DNQ\u2026
I\nCan't \nGet\nNo\nSatisfaction \n\n@MickJagger \n#1989TourNashville http://t.co/Ow1sCZkZdZ
SING \n\n@leonalewis \n#1989TourNashville http://t.co/Xk9GQU6Zse
RT @leonalewis: You set the stage alight @taylorswift13 ! So blessed to be part of such a special night \u2764\ufe0f https://t.co/AJwdVqJetb
Oh my God @leonalewis sang 'Bleeding Love' tonight in Nashville and I may never recover. \n#1989TourNashville http://t.co/qtCHxVm1El
*drops mic*\n\U0001f3a4\n@MickJagger \n#1989TourNashville http://t.co/WCRGPnZ5SF
RT @IamStevenT: WELL MA DARLIN'...YOU SURE WERE OVERSTOOD TONIGHT! A++...EPIC SHOW...UNTIL NEXTIME... https://t.co/LbHb6nt5v6
Breathtaking. Regal. Elegant. @AlisonKrauss singing 'When You Say Nothing At All'. So blown away by her grace. http://t.co/oiJoxxCWDD
Singing 'I Don't Want to Miss a Thing' with @IamStevenT was an honor. So inspired by how sweet he was to all of us. http://t.co/D6YOv1yYXe
"Got to sing with my little sis  @KelseaBallerini, tonight and she was charming and fantastic!!\U0001f497\n#1989TourNashville http://t.co/ifAxwByF7n"
Tonight is the premiere of @EmpireFOX so make sure to watch @SerayahLove @TherealTaraji &amp; the rest of the amazing cast!\U0001f3b6\U0001f4fa\U0001f31f\n#EmpireSeason2
RT @lifeontheMlist: The album of 2014 was @taylorswift13's 1989. 2015's is easily @TheRyanAdams' A+ reimagining. #outofthewoods is epic! ht\u2026
RT @AaronTveit: This @TheRyanAdams #1989 is pretty amazing. Shows how truly great the songs @taylorswift13 wrote really are!
RT @julieverhage: If you need me I'll just be sitting here listening to the magic that is @TheRyanAdams cover of @taylorswift13's 1989 http\u2026
"RT @theRightSteph: World achievement unlocked: a 1989 to feel feisty, a 1989 to feel sad, a 1989 for running, a 1989 for regrets @taylorswi\u2026"
RT @toddyrockstar: #SplitsOnTSwift @taylorswift13 https://t.co/Sgv3uoaUr4 http://t.co/h8buSxLrt1
RT @toddyrockstar: My new BFF! Thanx @taylorswift13 for inviting me to your show! #1989worldtour https://t.co/8q66bebKLD http://t.co/PfyLGc\u2026
RT @kelly_clarkson: I can't stop listening 2 @TheRyanAdams version of @taylorswift13 All You Had To Do Was Stay. Both r amazing versions. H\u2026
"RT @TheRyanBeatty: '1989' feels so new age Springsteen, these songs really transcend, well done @TheRyanAdams @taylorswift13"
RT @absolutepunk: .@TheRyanAdams' '1989' reviewed by @FurtherFromSky: http://t.co/zlm0xOdWHA (@taylorswift13)
RT @timmahoneymusic: @TheRyanAdams I think you might actually save the music industry. @taylorswift13 #1989. No words... Just listen
RT @UzoAduba: TAAAAYLOR!!!!! \U0001f389\U0001f389\U0001f389\U0001f389\U0001f495\U0001f495\U0001f495\U0001f495\U0001f495\U0001f3c6\U0001f3c6 #love https://t.co/2grCyknrqw
RT @GrahamColton: I wish my music could be described as the love child btw @TheRyanAdams &amp; @taylorswift13.  #1989 album is amazing. http://\u2026
RT @KevinMcCarthyTV: @TheRyanAdams Totally digging your @taylorswift13 cover album. Love that it gives these incredibles songs an even deep\u2026
"I've always wanted to share a stage with @DierksBentley and last night in KC, I got to! What a great guy. http://t.co/IWi1OYREWk"
"RT @toddyrockstar: @taylorswift13 NIGHT = MADE, Thank you so much! You have no idea how you've just made my entire night!"
I honestly can't believe what I just saw. This amount of talent in one person has me speechless.\nI \u2764\ufe0f @toddyrockstar\n\nhttp://t.co/LlKUl7fmgA
RT @Travis_Meadows: .@taylorswift13 .@TheRyanAdams I freaking love the new record. I don't love anything-\n#1989
"Finally got to meet Dylan, the 7-yr-old who passionately danced to Shake it Off on @TheEllenShow-- and this happened. http://t.co/hq9OaewA2G"
RT @theknocks: This @taylorswift13 cover album by @RyanAdams is really beautiful.  Will make a lot of people realize how great the songwrit\u2026
RT @gretchenpeters: Loving @TheRyanAdams versions of @taylorswift13's 1989. Songs are songs. Genres are just the clothes you put on 'em. He\u2026
