@PrinceEa Bravo! Bravo!  #SuperSoulSunday https://t.co/7k9PqJk5P3
RT @tpoulos: @Oprah @violadavis https://t.co/Eg7FgUX8gy
O Lord I need a GiF! @violadavis
"Hallelujerrrrrrr! @violadavis !  "" We are the only profession that celebrates what it means to live a life!"""
Here comes Viola's award!! @violadavis congratulations!\U0001f44f\U0001f3fd\U0001f44f\U0001f3fd
RT @CarpeDiemJBS: Someone hooked girlfriend up this year! Cheryl looks GORGEOUS tonight. #Oscars
In tears. Mahershala!!!! Deserved. #Oscars
@jimmykimmel \U0001f44d\U0001f3fe\U0001f44d\U0001f3feopening#oscars
@JeffFager @60Minutes I'm proud to join forces with the best reporting team in television.
Even now looking at this picture  I want to cry. I still can't believe Mary Tyler Moore touched my face. Will love\u2026 https://t.co/nGqYdkl6VV
"RT @GreenleafOWN: Hallelujah. #Greenleaf is back Wednesday, March 15 at 10/9c. https://t.co/IlRZT5E4NP"
RT @WrinkleInTime: LIVE with @Ava from the set of A #WrinkleInTime in #Periscope360. Don't Mrs. it! https://t.co/W7POm8KxOE
Follow @WrinkleInTime right now.. we're going bts LiiiiiiVE 360 w/@ava  life is crazy on set.
@RWitherspoon @ava  follow @WrinkleInTime
"From every mountainside, let freedom ring! #IHaveADream"
@CynthiaEriVo most proud and beaming with joy for you and entire cast of @BwayColorPurple. Thank u for a transcendent run. Take your bow\U0001f44f\U0001f3fd\U0001f44f\U0001f3fd
"I felt it ""click"" right from the beginning. On @WeightWatchers, I live the life I want &amp; I never feel deprived.\u2026 https://t.co/dXxzTtkEVe"
Available today! https://t.co/dyiPRtBlUu #FoodHealthHappiness https://t.co/NluwyeEBrS
Remembering the good times with Carrie and her mother. #RIPCarrie https://t.co/aplDPUrfhm
This time was different from any other. I live the life i want and never feel deprived...and it WORKS.\u2026 https://t.co/1NSvcoHY1V
@ava our whole gang watched @HiddenFigures and we agree! #HiddenNoMore https://t.co/5FFinbpBDH
"Love , love this movie @LionMovie !! Anyone else see it? https://t.co/lVxqNqz3z9"
@sherryknox @FLOTUS hey Sherry thanks.
@joleesan jeeezzz! On Christmas Eve sittin in my striped 1zy and socks. Not feeling a bit elitist. Happy holidays to you.
"If you missed my interview with FLOTUS Monday, you can watch tonight on @OWNtv at 9/8c. https://t.co/C7r2UxTzCB"
@Gatorstock44 @markknoller @BretBaier Brian I respectfully disagree..everyone who disagrees is NOT racist. Disagreements Can be healthy.
Thanks @TaraMontyONC and  OWN team for filming editing producing this FLOTUS Farewell in 4 days. Bravo team mates\U0001f44f\U0001f3fd\U0001f44f\U0001f3fd
@kenlikebarbie the flow of it. even when she didnt want to answer that one question. Handled with such class.
@katoffermann @FLOTUS thanks Kathleen she inspires me too.
@da_same_ole_G thank you and your daughter \U0001f44d\U0001f3fe
"@ladymax47 yes that ""being grown "" thing is real!"
@GrowingOWN @Brandonmaxwell  felt great in his dress. Sits well.\U0001f44d\U0001f3fe
@3LWTV @CBS @FLOTUS @MichelleObama hey where tou watching from?
RT @3LWTV: So ready for #OprahandFLOTUS tonight on @CBS 8p/7p @Oprah @FLOTUS @MichelleObama https://t.co/eBptwgvb2y
"Tonight on CBS, 8/7c. #OprahandFLOTUS https://t.co/nbBsferxpK"
"@Brandonmaxwell luv dress u designed to interview FLOTUS. It ""sits"" well. Thanks @GrowingOWN for introducing us\U0001f44d\U0001f3fe https://t.co/dH44lVUjdE"
@VanJones68 watching you unravel #TheMessyTruth . Reminds me of Oprah Show days. Much needed conversation\U0001f44d\U0001f3fe\U0001f44d\U0001f3fe
Thank you for your ever-growing support on #QueenSugar. Now a People\u2019s Choice Award nominee. Voting ends Dec 15th!\nhttps://t.co/8bY7y0PrhE
".@ava  cryin' and I knew it was coming. Thank you my Dear Sister for showing US so beautifully to Ourselves,the world. Bravo\U0001f44f\U0001f3fd\U0001f44f\U0001f3fd #QueenSugar"
@JuJuBreauxD I did\U0001f44b\U0001f3fd
@ava holding my breath\U0001f637 for the dance. #QueenSugar
Felix could just trade the earrings. They're big enough. Wire those into account. #QueenSugar
That's why it hit every nerve! #realtalk #QueenSugar  https://t.co/XvEqP1WYQ5
"""You'll never have another Me ""  Bam! #QueenSugar"
This made me LOL\U0001f602 https://t.co/Ik7mFV2x0a
So glad Remy told her No .. #respect #QueenSugar
RT @OWNTVFans: 5 minutes until #QueenSugar season finale @OWNTV! https://t.co/9qipj6NO66
@towingaevans great \U0001f44d\U0001f3fe first class yesterday.
@RichOnOWN @ava @OWNTV i agree Rich\U0001f44d\U0001f3fe\U0001f44d\U0001f3fe
RT @RichOnOWN: @Oprah @ava #QueenSugar is everything @OWNTV was meant to be.
@3LWTV @tpoulos yep! Didn't want to miss the twitter and GIF fun fest!
.@ava I would be \U0001f614 for #QueenSugarfinale if I didn't know  2nd season coming. Thanks to you and all the profoundly great DirectHers!!\U0001f44f\U0001f3fd\U0001f44f\U0001f3fd
@tpoulos up and ready.. just made some chai.. tweet ready. #GimmeSugar #QueenSugarfinale
Alright Sweeties. It\u2019s all been leading up to tonight. Here we go! #QueenSugar finale. Who\u2019s watching? https://t.co/AyWmFvmKdv
RT @QueenSugarOWN: Charley is about to find out that all decisions have consequences. Tune-in tonight for an all-new #QueenSugar. https://t\u2026
Fun with @IAmSteveHarvey! Gave him tour of our LA office and talked with #QueenSugar cast. Watch our conversation o\u2026 https://t.co/kcxbXW6TjM
"Sweeties, @queensugarown has been nominated for a #PeoplesChoiceAward for Fav Cable TV Drama. Vote for us! \U0001f4ddhttps://t.co/8bY7y0PrhE"
Ralph Angel and Darla\u2764\ufe0f\u2764\ufe0f  #GimmeSugar
@JoAnnluv2clean loved that line too! #GimmeSugar
Ain't nobody gonna fault you for a little kiss Charley @dawnlyen #GimmeSugar
Gettin my Sugar fix. thanks for joining us #QueenSugar lovers. #GimmeSugar
.@ConStar24 Countdown to a new #QueenSugar tonight! New episode starts 10/9c. #GimmeSugar
@HenryLouisGates your special #BlackAmericaPBS is so on point. Watching now! thank you\U0001f64f\U0001f3fe
Getting ready to go LIVE on Facebook for 13th! https://t.co/JgC2Wbjr0x
Everybody take a deep breath!  \n#HopeLives! https://t.co/YqNJSUab3a
RT @AppStoreGames: One of @Oprah's favorite things is now available exclusively on the App Store. #BoldMoves https://t.co/9DFUu1VcPC https:\u2026
Chicago I wish I was there celebrating on Michigan Ave.. or at least looking out my window shouting #YaaayCubs!
Solve mind-bending puzzles and share inspiring quotes. One of my new favorite things! Download #BoldMoves today\u2026 https://t.co/bI9AQC8Z7f
Sometimes it's the little things that make for the most thoughtful gifts. Happy Favorite Things Day!\u2026 https://t.co/Q1RgFQ2a4e
@HateULuvMee so unexpected.. that performance. He just started crying in the scene and director went with it. #GimmeSugar
@OhhTHATSMallory this Gif .. so funny I don't remember even doing that.#GimmeSugar
@Sophia_Loren89 yep.. to be seen as people.. that's what everybody wants. Great scene\U0001f44d\U0001f3fe #GimmeSugar
@RichOnOWN isn't that a great scene! Those actors were not playin' #GimmeSugar #QueenSugar
@bkttwiitter05 stayed in the country the longest.. not exposed to same worlds as the girls.#QueenSugar
Be sure and DVR #QueenSugar if you're watching #game7 ! See ya in 20 minutes. #GimmeSugar
Link to pre-order my new book here: https://t.co/Wy4AYgdvcM
"Food, health and happiness. New point friendly cookbook coming Jan. 3. You can pre-order now. Bon appetite! https://t.co/4HglFjB0S0"
@Alydaemi 5 episodes left! #QueenSugar
"@OWNingLight #QueenSugar is the heart of my expectation. Exactly the drama, realism, and soulful expression I wanted  for OWNtv"
I see y'all payin' attention\U0001f377#QueenSugar  https://t.co/Q9OcY3vY8n
@TorianHenderson welcome! you're starting with the Hurricane? #queensugar
@Aliciagentile31 I've seen multiple times and still cried tonight. @BiancaLawson . Darla's apology hits the Core nerve.#queensugar
We hear you. Appreciate and honor your trust. I love these characters. I love US! #QueenSugar  https://t.co/r9IQbZ4mB5
Well said Tammy! https://t.co/6KskxW9i5p
RT @iteachoneofu: @BiancaLawson you raised the dead with that performance! Everybody got their life tonight! #QueenSugar #Brilliant
Love your words Sonya. Our whole Sugar team lead by @AVAETC thanks you! https://t.co/RseiiwTEHX
@O_Shaw did u love her tonight? @BiancaLawson. Darla! #QueenSugar
@BiancaLawson  killed that scene y'all! And when Hollywood looks at her. Ovah! #QueenSugar
"This scene kills "" you want me to wait 18 years before I get my son back"" #QueenSugar"
It all starts with the Words! https://t.co/ABZbMSKRDY
I'm \U0001f602 at this one! https://t.co/XuDuO4B8Jl
RT @3LWTV: Alcohol.  Spades. Back folk. Hurricane. #QueenSugar @Oprah @OWNTV @AVAETC https://t.co/ZDjUqbs9YO
@MsMookie that's the point.. storm outside and in\U0001f44d\U0001f3fe\U0001f44d\U0001f3fe #QueenSugar
@BritniDWrites you know it Britni! Dranks and a storm! Dangerous combination. #QueenSugar
"RT @BritniDWrites: Oh, this is about to get real interesting. Dranks and a storm? #QueenSugar"
@looklikeoprah2 @kenlikebarbie @QueenSugarOWN bless you \U0001f64f\U0001f3fe #QueenSugar
@_SistahK here\U0001f44d\U0001f3fe#QueenSugar
Hurricane's coming y'all!#QueenSugar
RT @GaOWNers: An all-new episode of #QueenSugar starts NOW! Here comes the hurricane!
@GrowingOWN @jillienp already did. Luv!
This sermon helped me when I was at my lowest! And  https://t.co/Cj2ZtL6xUN
.@BishopJakes
@jillienp on plane .. will be tweeting from 41k ft. #GimmeSugar
"@QueenSugarOWN @timizawilliams no Way ! Tonite is ""the Hurricane"". 5 more episodes! #GimmeSugar"
3 hrs and counting! #GimmeSugar
"Looks like there\u2019s a storm brewin\u2019 \u2614\ufe0f\u2026we're back with NEW #QueenSugar episode tonight, 10/9c. #GimmeSugar https://t.co/FSKhUKKT2i"
@rempower tomorrow night Hurricane's coming!#QueenSugar
Gonna hurry up and  sleep  . Can hardly wait for you all to see new episode of #QueenSugar
Hey all.. going on Facebook lLive right NOW! https://t.co/tFwoQjg47A
"@tpoulos that's the best ""you get there, when you get there"". #SuperSoulSunday"
"""People shouldn't compare their  insides to  anybody else's outsides. ""  #SuperSoulSunday"
@CarpeDiemJBS isnt that amazing.
Morning Supersoulers!  #SuperSoulSunday
@rempower @OWNingLight thought #ChrisWallace did a good job.
@CorettaJackson #QueenSugar wasn't on tonite cause I thought you'd get caught up. #debatenight
@OWNingLight saw u watching #debatenight
@3LWTV yes I'm missing #QueenSugar  too. Next week worth the wait. Such an intimate powerful episode next week.
#QueenSugar all new episode next week! Thanks y'all.
#GimmeSugar? Ok! Catch every #QueenSugar episode from the very beginning. TODAY starting @ 4p. Back with new episod\u2026 https://t.co/VusqTuddhV
@jillienp yes it's a New Testament Bible produced by these folks. @carllentzNYC gave to me as a gift. https://t.co/6isPbqzww0
@GrowingOWN  love #worldwideballin \U0001f602
.@carllentzNYC thank you for your beautiful gift of the Message today on #SuperSoulSunday https://t.co/T1Z695oCWA
@PhoebeFeed @SuperSoulSunday @OWNTV no commercials allowed on Facebook!
@PRanganathan @mindykaling will look into it.
@RichOnOWN @carllentzNYC God LOVING!
"""Christians who love to camp in one passage"" preach @carllentzNYC ! #SuperSoulSunday"
@JoAnnluv2clean yep.. grew up that way
@cherylaction YEP! Is why I wanted you to watch. Wearing your Mom's ring! #SuperSoulSunday
#SuperSoulSunday Watching on OWN and Facebook!
You can watch #SuperSoulSunday Live on my Facebooked in 7 minutes wherever you are in the world. Join me !
@geminimoon too excited at 11am eastern y'all Live on Facebook. #SuperSoulSunday !
So excited more people will get to see #SuperSoulSunday on Facebook Live in 90 mins.!
.@rempower @GrowingOWN Finally \U0001f4adcome true! Spread the word to your friends.. #SuperSoulSunday with @carllentzNYC  on Facebook Live at 11am
.@GrowingOWN last week u asked if your friend could stream #SuperSoulSunday. This week I have the answer. YES! On my Facebook pg. LIVE 11am
"SuperSoulers! You can watch my interview with @carllentzNYC live from my Facebook page, tomorrow at 11a ET| 8a PT.\u2026 https://t.co/FYU4deFVXC"
@ItsmeRISS @AVAETC are you watching now? Thanks
@Mrcsjnz loved this\u263a\ufe0fthanks. #QueenSugar
@Nicoley410 yes 2 weeks.Oct26.
"Ain't this a scene y'all... love Micah saying 'don't worry Hollywood'. Brilliantly acted by all , @tinalifford ,@OmarJDorsey #queensugar"
RT @EricaVain: IDK if y'all realize but #QueenSugar will change TV forever... this is like watching a movie every week #GimmeSugar
@AlysiaSimone you know a line dance is coming! #QueenSugar
"Best line;  ""is your son home?.. if he was you wouldn't be here ""#GimmeSugar #QueenSugar"
RT @avaduvernayfans: This amazing location is @2cent_bmike #EphemeralEternal at Studio BE in NOLA. #QueenSugar #GimmeSugar https://t.co/hSN\u2026
Don't Cha love that TREE! One of the first locations discovered by team @AVAETC ! #QueenSugar
#Sugartime let's watch and tweet! #GimmeSugar #QueenSugar
Hey Sugar lovers ..#QueenSugar in 1 hr. See u after @EmpireFOX
"See you for tweet, tweet tonight! #GimmeSugar #QueenSugar https://t.co/yaXrNt3ISI"
@CharlesMBlow Reality Tv you couldn't even get away with.#debates
"@GaOWNers my glee was showing. Love this #SuperSoulSunday conversation cause I know if I ""get it"" many more will  too."
@colmandomingo @OWNTV @drmichaelbb morning Coleman. Thanks for joining us\U0001f64f\U0001f3fe #SuperSoulSunday
"""Bottom line we're here to unfold our Soul. "" #SuperSoulSunday"
That vibrational info is the KEY! @drmichaelbb #SuperSoulSunday
"""We are vibrational beings not just flesh and blood. You cannot have what you're not willing to become"".\n@drmichaelbb  #SuperSoulSunday"
Pain pushes to the vision Pulls! Loved this one ! #SuperSoulSunday
HELP-Hello Eternal Loving Presence! #SuperSoulSunday
@ffirmation that's why staying awake (conscious) is everything! #SuperSoulSunday
"The ""secret"" is to be in alignment always willing to let go and not in resistance with what you want. #SuperSoulSunday"
"@RichOnOWN @VisitOceanside @CrusePhoto ""so"""
@RichOnOWN @VisitOceanside @CrusePhoto do gorgeous doesn't look real. \U0001f64f\U0001f3fe
@OWNingLight welcome to live tweetfest.. we missed you.#SuperSoulSunday
This #SuperSoulSunday is like a Life Class.
@CynthiaEriVo @_love_me1st cynthia turn on OWN watch #SuperSoulSunday with us. U will love .
@jillienp @drmichaelbb wasn't that powerful?
@GrowingOWN WatchOWN app! Only place streaming.#SuperSoulSunday
"People in tough situations ask disempowering questions. Like ""why me"". Once you ask with purity and sincerity it will be answered."
Get ready to expand your spiritual core! Let me know how this resonates with you SuperSoulers.
@ahall382 @drmichaelbb morning Andre. The Rev is on \U0001f525 this morning. #SuperSoulSunday
Gonna be a mind/heart opening #SuperSoulSunday! Prepare for many aha moments! Tweet your favorites.
@OWNingLight see u in the morning.. gonna be a great #SuperSoulSunday
Are y'all watchin @IyanlaVanzant right now?
@3LWTV @RichOnOWN @LovelymarisaT @AVAETC do true Lonnell.\U0001f64f\U0001f3fe
"I believe this movie  ""13th""@netflix will have a huge impact. You can't watch it and then pretend you didn't. Once you know. You KNOW!"
@PhoebeFeed @geminimoon yes it does connect all the dots. @AVAETC and team did a profound service. #13th
@CorettaJackson @AVAETC agree Coretta. Hard to deny the facts. #13th
@RichOnOWN @LovelymarisaT @AVAETC more than crazy. You know what it really is.#13th
@wouldnotmind @GaOWNers @netflix @AVAETC take care of yourself. Back problems are serious.
@LovelymarisaT @AVAETC yes if you haven't seen yet. Do!
.@AVAETC people say we need to have a conversation about Race n America. THIS IS the conversation. Thank you! #13th https://t.co/8wqSPiflNs
@GrowingOWN whoaa! A lot to take in. #13th
Watching 13th @netflix @AVAETC right now with friends. My 3d time. #SoPOWERFUL https://t.co/xOmYDJHOku
@GrowingOWN morning .. dogs going cray.. gotta walk em
@elledub_1920 mine too\u2764\ufe0f
RT @elledub_1920: the fact that the TL is still talking about last night's episode of #QueenSugar warms my heart.
@Ruby_fleurs yep.. just like that. The beauty of storytelling.#QueenSugar
@AsetDivine disagree. I think he wanted it both ways. And was accustomed to athlete-star privilege!#QueenSugar
@3LWTV @Ashlemonade didn't you think that scene tonite between Vi and Ralph Angel in the doorway was Love showing up? On of my favorites.
"@ambitiousbylaw me too, so want him to win. #QueenSugar"
@nickguillory whatcha cookin? Point friendly? #weightwatchers
@KameshaMcfarla4 this was 6th episode. Catch up on the WatchOWN app
@JeTadoreTaylor_ what u wanna say ? Surprised ?? #QueenSugar
@3LWTV @Ashlemonade lol'n over your Gif
@afiyathediva da Hell yes! LOL at all your tweets #QueenSugar
@afiyathediva
"@LovelymarisaT @3LWTV @kofisiriboe @QueenSugarOWN yes notice how he mumbles ""I'm sorry"". Wasn't scripted he just felt it and did it"
RT @AVAETC: Evening Sweeties! Tonight's #QUEENSUGAR is directed by the terrific #TanyaHamilton + written by the wonderful @MelissaCarterN!\u2026
@ontologicalumma art imitating Life imitating art.#QueenSugar
West Coast here we go! #GimmeSugar
@EriselCruz @AVAETC so what did you think about #QueenSugar tonight?
@CarpeDiemJBS yes of course. And promise you it evolves better every week! #QueenSugar
@makhondlovu I agree . And it builds every week from here! #GimmeSugar #QueenSugar
She's pulling out the tape y'all. Boom! #QueenSugar
"This moment I love so much .. ""they didn't find nothing did they.. they not gonna"" ..I'm sorry. \U0001f62d! Sweet Sugar moment! #QueenSugar"
@jillienp @kofisiriboe stolen phones.
@AshBenton just u wait. My favorite scene of the night coming up. #QueenSugar
@PhoebeFeed @AVAETC wasn't up yet. But I loved sucking sugar juice from the stalks as a kid.#GimmeSugar  #QueenSugar
@RichOnOWN   Hey Rich.#GimmeSugar  #QueenSugar
@underthematrix @QueenSugarOWN Ralph Angel too proud to share what's going on. #QueenSugar
@JoyEWil @rutinaofficial @greg_vaughan I am too rootin' for em.
RT @Writerininx113: can we please have a moment of silence for the awesomeness that is @QueenSugarOWN #QUEENSUGAR
@yanab0015 I believe Ralph Angel WANTS to do right! #GimmeSugar #QueenSugar
@AlysiaSimone I know but don't you want to root for him! #QueenSugar #GimmeSugar
Streaming from WatchOWN app in 101 traffic! #QueenSugar ( not driving of course) #GimmeSugar
@Erudicity4all yep  #Sugarrush love it! Followed by #Sugarhigh
.@EriselCruz wait til you see tonights episode. New level. See if you agree. Tweet me afterwards. #QueenSugar
@dawnlyen hey dawn this eps. Is the one that had us\U0001f622\U0001f622\U0001f62d. #GimmeSugar #QueenSugar
Dear Tweet friends #QueenSugar is on in 1 hr. An episode worthy of your time. I promise\u270b\U0001f3fe
If you haven't seen it download the WatchOWN app here &amp; catch up #QueenSugar https://t.co/AYwxFQwvDI
It keeps getting sweeter. And tonight is the sweetest thus far. Please tell me what you think. You're gonna wanna t\u2026 https://t.co/ZJcoiBWXle
We're put on earth to do different things. #SuperSoulSunday
@rempower you are seeking an impossible goal. This is not a planet of perfect. But of duality. Yin and Yang. And finding the balance.
RT @LovelymarisaT: @SuperSoulSunday @ElizabethLesser Yes! \U0001f447\U0001f3fe#SuperSoulSunday https://t.co/tfI5Vj1G2c
@rempower me too with Maya Angelou. #SuperSoulSunday
"We're all in some kind of ""love braid"". To love well is to get the balance right.#SuperSoulSunday"
Have you all noticed that when someone you love passes... How you still feel them  until they move on and you do too? #SuperSoulSunday
Morning SuperSoulers! #SuperSoulSunday starts now!
@AuthorCryssyDee next week #faceoff #GimmeSugar
"@mrsssmac @QueenSugarOWN complex. Don't you love it? So are all the characters, not just one dimensional.#GimmeSugar"
"O Lawd "" don't walk out without leaving your key"" been there. Can I get a witness\u270b\U0001f3fe #GimmeSugar"
1 kid is one too many.. #GimmeSugar
Don't do it Ralph Angel!! #GimmeSugar #QueenSugar
"@VictoriaMahoney @AVAETC hey Vic , great job on this episode! #GimmeSugar #QueenSugar"
New revelation here y'all. Hollywood! #
Young pup tried to humiliate aunt Violet. @tinalifford  #QueenSugar
"""He more like my play cousin""..can Ralph Angel catch a break?#GimmeSugar #QueenSugar"
"""You know nothing about your husband"".. Does she or doesn't she? #QueenSugar #GimmeSugar"
RT @TammyGarnes: #QueenSugar. The first tv series I've ever watched with both my mom &amp; my daughters. Tk you @AVAETC @Oprah @QueenSugarOWN.\u2026
Hey Y'all gettin' ready to flip the channel.. @EmpireFOX Leaving Cookie.. Headed to Sugarland #QueenSugar #GimmeSugar
Only 2  hrs to #QueenSugar. I get so excited for you all those the unfolding . #GimmeSugar
This is how happy we are about #QueenSugar. More to come tonight. #GimmeSugar https://t.co/xJiGHrHdFx
@mariashriver I shoulda watched from tour house! #debatenight
"""Just listen to what you heard"" best advice of the night for our nation. Thank you @HillaryClinton #debatenight"
@DevlinHuxtable  happy birthday\U0001f382!
@RichOnOWN @NMAAHC Emmet Till's casket and story. And thinking about how there's a new Emmet Till every week.
@DevlinHuxtable @OWNingLight @NMAAHC no better place to celebrate. Start on 1st floor/Slavery and work your way up. Will take awhile. #\U0001f382
@OWNingLight yesterday was a great Arrival for our culture and our Nation! Hope everyone goes to see it . @NMAAHC
@cjbycookie  great seeing you last night a Museum celebration and this morning! #SuperSoulSunday
Morning SuperSoulers! Watching in \u2708\ufe0f from WatchOWN app #SuperSoulSunday
Off to celebrate @NMAAHC ! What a mighty powerful day. https://t.co/dUABVxXhjD
See you on @CBSThisMorning Live from @NMAAHC !
She did NOT want the money.. What does she want ya think?
Y'all knew the cane was gon' be messed up.. #GimmeSugar
"@tpoulos @AVAETC ""pride cometh before the fall"" #GimmeSugar #QueenSugar"
Look at that gorgeous Ralph Angel #GimmeSugar
