b'#idontwannaliveforever #fiftyshadesdarker\nhttps://t.co/PwER46Gt3F'
b'Bad Blood just won a Grammy for Best Music Video and we are not ok.\n@selenagomez https://t.co/EquWAq0UPg'
"b'RT @TheGRAMMYs: Congrats Best Music Video @taylorswift13 ft. @kendricklamar - ""Bad Blood"" #GRAMMYs'"
b'RT @imogenheap: Heading to @designindaba now via LHR. Almost 2 years ago @taylorswift13 and I made #clean together. Good luck @TheGRAMMYs t\xe2\x80\xa6'
b'RT @jackantonoff: 1989 just won pop vocal album!!!! accepted it with t on the phone :) albums made in small apartments win grammys. into it\xe2\x80\xa6'
"b""RT @TheGRAMMYs: .@taylorswift13 calls in (w/@jackantonoff's help) to accept the 1st award at #GRAMMYPremiere https://t.co/9AgLqgsWb5 https:\xe2\x80\xa6"""
b'@TheGRAMMYs I AM SCREAMING'
"b""RT @TheGRAMMYs: Congrats Best Pop Vocal Album @taylorswift13 - '1989' #GRAMMYs https://t.co/6gqbPR2JmW"""
"b""RT @TheGRAMMYs: Today's the day! \xf0\x9f\x8e\x89 #WitnessGreatness at the 58th #GRAMMYs tonight on @CBS at 8PM ET/5PM PT https://t.co/D8SqfZrK4h"""
"b'The making of the Out of The Woods video, directed by @JosephKahn \n\xf0\x9f\x8c\xb2\xf0\x9f\x8c\xb2\xf0\x9f\x8c\xb2\xf0\x9f\x8c\xb2\xf0\x9f\x8c\xb2\xf0\x9f\x8c\xb2\xf0\x9f\x8c\xb2\xf0\x9f\x8c\xb2\xf0\x9f\x8c\xb2\xf0\x9f\x8c\xb2\xf0\x9f\x8c\xb2\xf0\x9f\x8c\xb2\xf0\x9f\x8c\xb2\nhttps://t.co/Spc3VNnR8e'"
b'COLDPLAY\nMARK RONSON\nBRUNO MARS\nBEYONC\xc3\x89\nDANCE BATTLE \nFIX YOU MONTAGE\nJOYOUS FINALE\nOH MY GOD IT WAS SO GOOD I FEEL LIKE I DREAMED IT'
"b""RT @TheGRAMMYs: It's true! @taylorswift13 will return to the GRAMMY stage for a performance at the 58th #GRAMMYs Feb. 15 on @CBS! https://t\xe2\x80\xa6"""
b'Stunning. \nhttps://t.co/JgII9TdjNK'
"b""RT @MusCornerNash: What's your favorite song from @taylorswift13's 1989? Nashville songwriters will sing them 2/5 @CityWineryNSH https://t.\xe2\x80\xa6"""
"b""@MusCornerNash @CityWineryNSH This is amazing!! I'm so honored that you would do this."""
b'Magic\nMadness\nHeaven\nSin\n\nhttps://t.co/DUGPiS2jg6'
"b""Say you'll remember me.\n\nhttps://t.co/GwbFXg7k6U"""
b'She lost him \nbut she found herself \nand somehow that was everything. \n\n#OOTWMusicVideo is now on @VEVO\xc2\xa0https://t.co/k4emHDRfD3'
"b'""I just realized we got through Christmas this year without listening to \'Christmas Lights\' by Coldplay and crying!"" \n-@austinswift7'"
b'Are we in the clear yet?\n\n#OOTWMusicVideo \nPremiering at 10:50pm EST on ABC @NYRE @JosephKahn @RyanSeacrest https://t.co/x2KYNDRTbK'
"b""RT @NYRE: Oh, the anticipation for the #OOTWMusicVideo! \xf0\x9f\x98\x81 Who's ready for the premiere on #RockinEve, TONIGHT at 8/7c?! https://t.co/QRZF6n\xe2\x80\xa6"""
b'Are we out of the woods yet?\n\n#OOTWMusicVideo premieres tomorrow night on @NYRE with @RyanSeacrest! https://t.co/wRLrZeaARh'
b'You used to call me on my elf phone. https://t.co/nMgUI0Igp6'
b'Performing with Mary was a dream. Thank you @maryjblige for this incredible moment you created in LA. \xe2\x9d\xa4\xef\xb8\x8f \nhttps://t.co/fKRtvtpkLw'
"b""I can't wait to show you the video for Out Of The Woods!\n\xf0\x9f\x8c\xb2\xf0\x9f\x8c\xb2\xf0\x9f\x8c\xb2\xf0\x9f\x8c\xb2\xf0\x9f\x8c\xb2\xf0\x9f\x8c\xb2\xf0\x9f\x8c\xb2\xf0\x9f\x8c\xb2\xf0\x9f\x8c\xb2\xf0\x9f\x8c\xb2\xf0\x9f\x8c\xb2\xf0\x9f\x8c\xb2\xf0\x9f\x8c\xb2\nIt's premiering 12/31 on @NYRE with @RyanSeacrest.\n#OOTWMusicVideo"""
"b'RT @GMA: That\'s right! @taylorswift13\'s music video debut for ""Out of the Woods"" will be during @RyanSeacrest\'s @NYRE! https://t.co/scJ73H9\xe2\x80\xa6'"
"b""RT @camilacabello97: currently watching @taylorswift13 's 1989 world tour movie in the backseat of my car and crying at how magical it is"""
b'RT @AppleMusic: #1989WorldTourLIVE is HERE.\nTY @taylorswift13! \xe2\x9c\xa8\nWatch now on #AppleMusic.\nhttps://t.co/vq14vXfPwn\nhttps://t.co/mkZEFi2tYf'
b'RT @TwitterMoments: People are totally freaking out \xf0\x9f\x98\xb1over @taylorswift13\xe2\x80\x99s 1989 World Tour Live. See the moment here: https://t.co/RD1xHKVA\xe2\x80\xa6'
"b""It's here! #1989WorldTourLive is now on @AppleMusic! https://t.co/ujxT7ggxbS https://t.co/1Y3nv4FVIl"""
b'This clip brought back so many amazing memories!!  \nI love you @idinamenzel and @TheEllenShow \xe2\x9c\xa8\xe2\x9c\xa8\xe2\x9c\xa8\nhttps://t.co/O6xnZEihaH'
b'Celebrate with us December 20 on @AppleMusic \xf0\x9f\x8e\x89\xf0\x9f\x8e\x89\xf0\x9f\x8e\x89\n#1989WorldTourLIVE https://t.co/oksxT1q6pM'
b'Met up with @ZaneLowe to talk about #1989WorldTourLIVE- airs tomorrow at 9am PST on @Beats1 \nhttps://t.co/rzGwjF4mYn https://t.co/gaF0k62cqt'
b'Thank you so much for all the birthday wishes. I have a little surprise for you.\n#1989WorldTourLIVE @applemusic\nhttps://t.co/actZbWBt4R'
b'Today I begin my 26th year of freaking out over stuff. https://t.co/HjWAE7sluQ'
"b'Farewell, 1989 World Tour. \xf0\x9f\x92\x94\xe2\x9d\xa4\xef\xb8\x8f https://t.co/YraKYoIMkK'"
"b'The 1989 World Tour is officially over, the most beautiful chapter in our story so far.. Thanks to you.'"
b'can we get a selfie tho https://t.co/UscfTtwMxC'
"b'Thank you, Brisbane, for an epic night. You guys are incredible \xe2\x9d\xa4\xef\xb8\x8f https://t.co/cgNII9P3ps'"
b'Me: Please love me.\nKangaroo: No. https://t.co/9CLnECzgF1'
b'Making friends on Hamilton Island. https://t.co/26SLoiCUZt'
"b'Swift family road trip!\nSouth Island, NZ\n\n@austinswift7 https://t.co/xxhiHwNnSk'"
"b'I love you, Sydney.\nAll 76,000 of you. https://t.co/URV3YlAtlT'"
b'Praying for Paris. Our hearts are breaking for and with you. https://t.co/8tQF6QHyz6'
"b'Farewell, Shanghai!! \n\xf0\x9f\x92\x8b https://t.co/UOwfdCAtar'"
"b'RT @Scholastic: How does @taylorswift13 #sharepossible? With an incredible donation of 25,000 books to NYC schools! Read more: &gt;&gt; https://t\xe2\x80\xa6'"
b'I loved playing Shanghai last night-- so stoked to play 2 more shows here!! https://t.co/nzFCEdOdQN'
b'@NRJhitmusiconly Merci!!!! \xf0\x9f\x87\xab\xf0\x9f\x87\xb7\xf0\x9f\x87\xab\xf0\x9f\x87\xb7\xf0\x9f\x87\xab\xf0\x9f\x87\xb7\xf0\x9f\x92\x8b\xf0\x9f\x92\x8b\xf0\x9f\x92\x8b'
b'Congratulations on your CMA wins @KeithUrban @ericchurch @FLAGALine @MaddieandTae and @macmcanally!! Sending you hugs from Singapore \xf0\x9f\x8f\x86\xf0\x9f\x8f\x86\xf0\x9f\x8f\x86\xf0\x9f\x8d\xbe\xf0\x9f\x8d\xbe\xf0\x9f\x8d\xbe'
b'Sending congrats from Singapore to Nashville to my friends who won CMAs tonight! @lukebryan @mirandalambert @chrisstapleton @littlebigtown'
b'Elevator Elsa!!! Amazing.\n@idinamenzel \nhttps://t.co/pNpr9PKF26'
b'RT @billboard: Taylor Swift is now a member of a new squad (and this one is even more exclusive) https://t.co/iJdR0VhGwC'
b'RT @lordemusic: my angels!!! @taylorswift13 @alessiacara'
b'Sharing a stage with @alessiacara and @idinamenzel was the perfect way to end this amazing chapter. Thanks ladies \xe2\x98\x83\xf0\x9f\x92\x95 https://t.co/7UvqdtP5qM'
"b'""The cold never bothered me anyway"" \n*QUICK CHANGE*\n@idinamenzel \n#letitgo #1989TourTampa https://t.co/Ua6JcGk8or'"
"b""I honestly couldn't be more impressed by @alessiacara. 55,000 people and she was absolutely fearless. https://t.co/btwupLZCLv"""
b'About to play the last show of the US 1989 Tour. \nFeelings EVERYWHERE.\n#1989TourTampa'
"b'With every passing day, Olivia looks less like a cat and more like a melting snowman.\n\nHappy #NationalCatDay \xf0\x9f\x90\xb1\xe2\x9b\x84\xef\xb8\x8f https://t.co/5iHXCBuZo7'"
"b""This is one of my favorite covers I've heard of Out of the Woods-- amazing job @4kingandcountry \xf0\x9f\x91\x91\xe2\x9c\xa8\xf0\x9f\x8e\xa4\n\nhttps://t.co/z8GySLXGCu"""
"b'Miami!!! What a night! Thank you to our surprise guests @DwyaneWade, @pitbull &amp; @ricky_martin \xf0\x9f\x8e\x89\n#HappyBirthday1989 https://t.co/3BlvILVckW'"
"b""To celebrate #HappyBirthday1989, here's something from me. \nOut of the Woods (solo acoustic piano performance)\n\xf0\x9f\x8e\xb9\xf0\x9f\x8c\xb2\xf0\x9f\x8c\xb2\xf0\x9f\x8c\xb2\xf0\x9f\x8c\xb2\nhttps://t.co/C6dUjyYgw3"""
b'RT @treepaine: Fun facts:1989 has reigned No.1 on the Billboard 200 chart for 11 weeks &amp; has been in the Top 10 for 52 consecutive weeks. H\xe2\x80\xa6'
"b""1989 came out 1 year ago today. It's been the best year of my life.\nI love you guys.\n#HappyBirthday1989 https://t.co/J1Xx2NKIkE"""
"b""RT @charliewalk: @TaylorSwift13 Scores Fifth No. 1 From '1989' on Pop Songs Chart @billboard https://t.co/UzKGk8Y00M"""
"b'Wildest Dreams just hit number one on Top 40 radio! Thank you so much for everything, guys. \xf0\x9f\x8d\xbe\xf0\x9f\x8d\xbe\xf0\x9f\x8d\xbe\xf0\x9f\x8d\xbe\xf0\x9f\x8d\xbe\xf0\x9f\x8d\xbe\xf0\x9f\x8d\xbe\xf0\x9f\x8d\xbe\xf0\x9f\x8d\xbe\xf0\x9f\x8d\xbe\xf0\x9f\x8d\xbe\xf0\x9f\x8d\xbe\xf0\x9f\x8d\xbe\n@RepublicRecords @charliewalk'"
"b'""Now if we\'re talkin body...""\n@ToveLo \n#1989touratlanta https://t.co/AKmwgi7dlz'"
b'Tonight was magical. @ToveLo was incredible. I \xe2\x9d\xa4\xef\xb8\x8f you Atlanta. https://t.co/pu4h7EPHmK'
b'RT @mirandalambert: @taylorswift13 .... You are a bad ass! Amazing show! #inspired  https://t.co/TYdS1iCkYW'
b'Ooooooh\nAhhhhhhh\n\n@mirandalambert \n#1989TourGreensboro https://t.co/KVyAvsj2uW'
b'This is a video of @mirandalambert sitting on a throne of men at #1989TourGreensboro \xf0\x9f\x94\xa5\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5 https://t.co/unV6FvYD7q'
"b'\xe2\x9c\xa8Thanks Lexington, KY!\xe2\x9c\xa8\n#1989TourLexington https://t.co/geG2coWTiF'"
"b'RT @billboard: .@TaylorSwift13\'s ""Blank Space"" is now the most viewed video on @Vevo https://t.co/fDCw2WPLRU'"
"b'RT @Vevo: Take a bow, @taylorswift13! #BlankSpace is now the most viewed vid on Vevo! https://t.co/ROTcKad8iA #BlankSpaceVevo https://t.co/\xe2\x80\xa6'"
b'RT @JimmyKimmelLive: Backstage at #KimmelinBrooklyn - NEW show tonight with @TheRyanAdams #1989 11:35|10:35c #ABC https://t.co/UkD4tzqu4p'
b'One of my favorite people to ever have been interviewed by: @TheRyanAdams \n\nhttps://t.co/vV4TZFYl7X'
"b""RT @billboard: 8 (impressive) things you didn't know about @TaylorSwift13's #1989: http://t.co/rW6li8921f http://t.co/fKuyJ1qlS1"""
"b""RT @taylornation13: 'I can't see clear no more' bc the beautiful @elliegoulding blessed us w/ 'Love Me Like You Do' at #1989TourDallas \xf0\x9f\x91\xaf ht\xe2\x80\xa6"""
"b'60,000 people at  #1989TourArlington tonight. What a night \xe2\x9c\xa8 http://t.co/iz06o6ZvyO'"
b'What are you waiting for?\n@elliegoulding http://t.co/Tn2Q2IjiJ4'
"b""Band aids don't fix kitchen knife related injuries. http://t.co/Z7VvyNNznN"""
"b'Thanks for the beach day, @GQMagazine \xe2\x98\x80\xef\xb8\x8f http://t.co/o91BaiRQYp'"
"b""So stoked about @R3HAB's remix of Wildest Dreams!\n\nhttp://t.co/tAuhNZHzc9"""
"b""RT @TheGRAMMYs: Go inside @taylorswift13's journey crafting '1989' in this intimate 3-part listening session http://t.co/AYXlFW7WJJ http://\xe2\x80\xa6"""
"b""Tackling my former fear of horns, writing with magical @imogenheap, creating 'Shake it Off' &amp; 'Clean':\n\nhttp://t.co/4n7MONyd8b\n\n@GRAMMYPro"""
b'RT @vogueaustralia: First look: @taylorswift13 for Vogue Australia November 2015. http://t.co/6F5eQ2cyl6'
"b'RT @NME: Power, fame &amp; the future - the full @taylorswift13 NME cover interview http://t.co/UqEEEffUYl http://t.co/eEt2QkfhKQ'"
b'RT @GRAMMYPro: Part II of our conversation with @taylorswift13 is now live.  https://t.co/dx1waUJN9b'
"b""The making of 'Out of the Woods' and 'I Know Places'.\n\nhttp://t.co/8hBc1Npytb"""
"b""Brb I'll just be listening to 'Hands To Myself' all day and then forever.\n\nLove you so much @selenagomez \n#Revival is OUT NOW!!!"""
b'Behind the scenes of the 1989 World Tour\n@beck and @st_vincent in LA at sound check \nOne of my favorite memories. http://t.co/YFJOyMl9QZ'
b'RT @TheRyanAdams: #1989 \nVINYL &amp; cd \nhttp://t.co/Y7tm69v1mm http://t.co/gHU4cJmadY'
"b""RT @SPINmagazine: .@TheRyanAdams' album of @taylorswift13 covers is getting a CD and vinyl release http://t.co/nYPv2yIpjt http://t.co/Ur75q\xe2\x80\xa6"""
"b""I haven't opened up about making 1989 like this before. \nThanks @GRAMMYPro for the opportunity.\nhttp://t.co/vg5PNA6nJ6"""
"b""My Instagram just hit 50 million, thanks so much guys. Though I'm pretty sure it's just because I have cute cats. \xf0\x9f\x98\xb8 http://t.co/e2ZacE66JK"""
"b'RT @billboard: .@TaylorSwift13\xe2\x80\x99s ""1989"" remains the year\xe2\x80\x99s top-selling album http://t.co/wanbuMxlOq'"
b'Thanks @GQMagazine for my first cover :) http://t.co/lzCz5MbMHT'
b'RT @GQMagazine: Taylor Swift rules the world http://t.co/P57hDEA8Tl http://t.co/B9mYVdxtPf'
b'RT @HuffPostSports: 11-year-old football-playing girl wears No. 13 because @taylorswift13 http://t.co/9QrfgVUTQn http://t.co/eTFa0IQAgW'
b'RT @hudsonthames: .@taylorswift13 thank you so much!! Been blasting 1989 for weeks but what else is new @HaileeSteinfeld \xf0\x9f\x8e\xb6\xf0\x9f\x8e\xb9\xf0\x9f\x8e\xbc http://t.co/rL\xe2\x80\xa6'
b'http://t.co/Zw9MvA8dGE'
b'RT @billboard: .@TaylorSwift\xe2\x80\x99s #1989 spends a 49th straight week in the #Billboard200 top 10 http://t.co/NidpUChetZ http://t.co/VFsbPBXcyc'
"b""RT @EllenPompeo: @taylorswift13 that's because she's dark and twisty!"""
b'Meredith is allergic to joy. http://t.co/FIaVmUVCid'
b'RT @charli_xcx: thank u so much for having me in Toronto tonight @taylorswift13 it was fuuuun \xf0\x9f\x92\x95\xf0\x9f\x87\xa8\xf0\x9f\x87\xa6'
"b'Looking good, Toronto. \nAll 50,000 of you. http://t.co/e8WcxcaJlk'"
b'I LOVE YOU @charli_xcx !!!\n#boomclap\n#1989TourToronto http://t.co/25BVGixSTf'
b'RT @KeithUrban: Grease is the word!!! Hey @taylorswift13 - u killed it last nite - thank u for the invite - ridiculous fun!!!!!! - KU http:\xe2\x80\xa6'
"b'RT @treepaine: ""I am discovering layers and layers of songwriting genius,"" @marygauthier_ on 1989.  http://t.co/y6oHxencOr'"
b'RT @billboard: Taylor Swift brought out @KeithUrban to perform his new single at her 1989 concert in Toronto http://t.co/khkVoMTNgG'
"b'Tonight @KeithUrban played ""John Cougar, John Deere, John 3:16"" in Toronto with us!! Here\'s a pic from sound check: http://t.co/GLgxJlep1E'"
b'RT @billboard: .@TaylorSwift13 and @TheRyanAdams made history on the #Billboard200 http://t.co/VhCh4uUmEG http://t.co/UNmGsQbu3g'
"b""RT @RollingStone: Watch Ryan Adams cover Taylor Swift as Trevor Noah's first #DailyShow musical guest http://t.co/X1wVEvHtoL http://t.co/Ae\xe2\x80\xa6"""
"b""RT @comedynetwork: Web Exclusive: @TheRyanAdams performs @taylorswift13's 'Blank Space' on @TheDailyShow: http://t.co/ffz2SSP6uP http://t.c\xe2\x80\xa6"""
"b""RT @bshorrhandmade: Watch @TheRyanAdams' beautiful version of @taylorswift13's Blank Space in this @TheDailyShow web exclusive: http://t.co\xe2\x80\xa6"""
b'RT @dherzog77: @Trevornoah welcomes @TheRyanAdams as his first musical guest on @TheDailyShow #1989 http://t.co/P9BTnP4ADb'
b'RT @TheRyanAdams: COOL! Me and the #1989 band are on @TheDailyShow today!!! https://t.co/vaCMGLBdry'
"b""Getting pirate ship/sword fight movie scene vibes from this orchestral version of Bad Blood and I'm happy about it. \nhttps://t.co/sHId54rpn5"""
b'Live your dreams. \n\n@HAIMtheband @Nelly_Mo http://t.co/OLkgU6LosH'
b'RT @billboard: .@TheRyanAdams is taking over the Hot Rock Songs chart with his @TaylorSwift13 covers! http://t.co/73FQwkLMZL'
"b'RT @TheRyanAdams: Band Rehearsals for the 1989 TV spots today in NYC. So fun!!!\nRain, @taylorswift13 tunes &amp; great vibes! http://t.co/imBCr\xe2\x80\xa6'"
"b""I LOVED getting to sing The Fix &amp; Hot in Herre with @Nelly_Mo! What a way to end @HAIMtheband's run on the 1989 Tour\xf0\x9f\x94\xa5 http://t.co/xtvGrbVPeU"""
"b'""WHAT?!""\n\n@Nelly_Mo @HAIMtheband \n#1989TourStLouis http://t.co/lZYDlJNmsS'"
b'The highlight of our friendship thus far @HAIMtheband \n\nPS WE LOVE YOU @Nelly_Mo \n#1989TourStLouis http://t.co/3USBBookRg'
"b""RT @taylornation13: BUSTING LOOSE bc Tay, Nelly &amp; HAIM threw it back 2night w/ 'Hot in Herre'  #1989TourStLouis http://t.co/LJiJvaNegm"""
"b""RT @HAIMtheband: DOING OUR BEST CHARLIE'S ANGELS IN ALL WHITE \xf0\x9f\x99\x8c #hotinherre #1989TourStLouis http://t.co/hnILno8DJW"""
b'RT @babyhaim: I just danced with @Nelly_Mo with @taylorswift13 OFFICIALLY LOST MY CHILL \xf0\x9f\x98\xb3\xf0\x9f\x98\xb1 #1989TourStLouis'
b'RT @jizziemcguire: casually danced behind Nelly on my last night of tour \xf0\x9f\x92\x80\xf0\x9f\x92\x80\xf0\x9f\x92\x80 http://t.co/kvAlybTUxp'
"b""What the press says I'm doing:\nBuying a Bev Hills mansion, getting married in an English castle\n\nWhat I'm doing: Playing a show in St. Louis"""
b'Why I like bringing out surprise special guests on tour:\nhttp://t.co/jSZNIJstRP'
b'#idontwannaliveforever #fiftyshadesdarker\nhttps://t.co/PwER46Gt3F'
b'#idontwannaliveforever #fiftyshadesdarker https://t.co/Tl9TAHIUTZ'
b'\xf0\x9f\xa5\x82 #idontwannaliveforever #FiftyShadesDarker\n\nhttps://t.co/Nta0MJLKyt'
b'Video tomorrow night midnight est #idontwannaliveforever #fiftyshadesdarker https://t.co/fjWhrnNnSf'
b'Coming soon... #idontwannaliveforever\n#fiftyshadesdarker https://t.co/BVoMeAOQiv'
