b'@natalie_nicoleg yum thank you. Will try this'
b'Ireland has a special place in my \xe2\x9d\xa4 Celebrate St. Patrick\xe2\x80\x99s Day with me in the #KimKardashianGame! #StPatricksDay https://t.co/Gc6d85Pqnp'
b'Hey France! \xf0\x9f\x87\xab\xf0\x9f\x87\xb7 The new season of #KUWTK starts tonight on @eonlineFR!'
b'RT @Kardashianpedia: Good American season 1 + 2 is now available at @Selfridges in the UK https://t.co/ymgcGGioiu \xf0\x9f\x87\xac\xf0\x9f\x87\xa7\xf0\x9f\x91\x96 @goodamerican @khloek\xe2\x80\xa6'
"b""Should I be original and say long hair don't care? https://t.co/LG3ExjNphm"""
b'This is happening! The Lumee Black Duo is now in Apple Globally -Loving the back light! #lumeecollab https://t.co/2rLs9y6Fl0'
b'Awkward run ins are my fave https://t.co/LILI1r63oX'
b'Just saw the movie The Shack with the fam! Was so good to see after reading the book. \xf0\x9f\x99\x8f\xf0\x9f\x8f\xbd\xe2\x9d\xa4\xef\xb8\x8f'
b'https://t.co/uJ7W1z5pLY'
b'https://t.co/yQEjqi0HS2'
b'Me too \xe2\x9d\xa4\xef\xb8\x8f https://t.co/0HtGbbPJQp'
b'RT @KrisJenner: Your turn west coast!! #KUWTK season 13 premieres in 15 minutes!! https://t.co/1rY8Z23IjU'
b'RT @khloekardashian: Pablo!!!!! \xf0\x9f\x99\x8c\xf0\x9f\x8f\xbd\xf0\x9f\x99\x8c\xf0\x9f\x8f\xbd\xf0\x9f\x99\x8c\xf0\x9f\x8f\xbd #KUWTK'
"b""RT @montalvohe: LMFAOOO at @KimKardashian for marking marking mocking  @kourtneykardash's voice \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82 #KUWTK \xe2\x9d\xa4\xef\xb8\x8f\xf0\x9f\x8d\xbf"""
"b""RT @BeautifulEmilyy: I'm not even listening to half of what @KimKardashian is saying in the show Bc I'm staring at her make up! \xf0\x9f\x98\x8d\xf0\x9f\x98\x8d\xf0\x9f\x98\xa9\xf0\x9f\x98\xa9"""
b'RT @aalXss: FIRST30 seconds AND THIS SHOW GOT MY KNEES WEAK !!!! THIS IS SO AMAZINGGGG @KimKardashian every season it gets better and bette\xe2\x80\xa6'
b'RT @Waakeupmrwest: KUWTK no.1 trend \xf0\x9f\x94\xa5\xf0\x9f\x94\xa5'
"b'RT @brighidmariquit: THE #KUWTK SEASON PREMIERE OPENS WITH KANYE\'S ""FML"" I AM SHOOK'"
"b""RT @KUWTK: Nothing turns Kim on like other people's secrets! #KUWTK https://t.co/OC69alI391"""
b'Someone had to say it https://t.co/5FsYZqfbyA'
b'I really want all the tea \xe2\x98\x95\xef\xb8\x8f'
b'Awww Miami! I miss it there \xe2\x9d\xa4\xef\xb8\x8f\xf0\x9f\x94\xa5'
b'My sis @kourtneykardash is going live on Instagram stories! How does that even work join us!'
b'I love this opening #KUWTK season 13 starts now!'
"b""RT @Daniieeelleeee: I'm forcing my family to watch KUWTK in hopes that they'll finally understand my lifestyle"""
"b'RT @Kardashianpedia: AFRICA\nKeeping Up With The Kardashians Season 13 premieres on Sunday, March 19 at 20:00 on E! Entertainment Africa (@D\xe2\x80\xa6'"
"b'RT @Kardashianpedia: AUSTRALIA \xf0\x9f\x87\xa6\xf0\x9f\x87\xba \nKeeping Up With The Kardashians Season 13 premieres on Monday, March 13 at 12pm AEDT on E! @Foxtel'"
"b'RT @Kardashianpedia: LATIN AMERICA \nKeeping Up With The Kardashians Season 13 premieres on Tuesday, April 18 on E! @EonlineLatino'"
"b""RT @Kardashianpedia: FRANCE \xf0\x9f\x87\xab\xf0\x9f\x87\xb7\nKeeping Up With The Kardashians (L'incroyable famille Kardashian) Season 13 premieres on Friday, March 17 @\xe2\x80\xa6"""
"b'RT @Kardashianpedia: GERMANY \xf0\x9f\x87\xa9\xf0\x9f\x87\xaa\nKeeping Up With The Kardashians Season 13 premieres on Monday, March 20 at 21:55 on E! Entertainment @eonli\xe2\x80\xa6'"
"b'RT @Kardashianpedia: NORWAY \xf0\x9f\x87\xb3\xf0\x9f\x87\xb4 SWEDEN \xf0\x9f\x87\xb8\xf0\x9f\x87\xaa DENMARK \xf0\x9f\x87\xa9\xf0\x9f\x87\xb0 FINLAND \xf0\x9f\x87\xab\xf0\x9f\x87\xae \nKeeping Up With The Kardashians Season 13 premieres next Sunday, March 19 a\xe2\x80\xa6'"
"b'RT @Kardashianpedia: SERBIA \xf0\x9f\x87\xb7\xf0\x9f\x87\xb8 + CROATIA \xf0\x9f\x87\xad\xf0\x9f\x87\xb7 \nKeeping Up With The Kardashians Season 13 premieres on Sunday, March 19 at 20:00 on E!'"
"b""Oh and I love my Rick Owens dress I'm wearing tonight \xf0\x9f\x92\x8b\xf0\x9f\x98\x98"""
"b'So honored to give the family impact award tonight to the man who believed in me from day 1, Jon Murray of Bunim Mu\xe2\x80\xa6 https://t.co/brRu4OlMtE'"
b'RT @KardashianNavy: Less than 24 hours until the #KUWTK season premiere \xf0\x9f\x99\x8c\xf0\x9f\x8f\xbb\xf0\x9f\x99\x8c\xf0\x9f\x8f\xbb'
"b'RT @britt_fairchild: Was going to ask ""why am crying?!"" but I know good &amp; well why I\'m crying. Soo much lovee \xf0\x9f\x98\xad\xe2\x9d\xa4\xef\xb8\x8f@khloekardashian @KimKarda\xe2\x80\xa6'"
b'@BornToBeFvmous \xe2\x9d\xa4\xef\xb8\x8f\xf0\x9f\x92\x8b\xf0\x9f\x94\xa5'
"b""RT @SexyNichole20: @KimKardashian I Can't Wait Until Tomorrow To Watch The Family's Keeping Up With The Kardashians!"""
b'RT @kyliesaturn: my favorite sisterhood will come back TOMORROW. #KUWTK @KimKardashian @khloekardashian @kourtneykardash https://t.co/B1CAB\xe2\x80\xa6'
b'RT @aremirulzz: Keeping Up with the Kardashian @KUWTK is back!!! SO EXCITED TO WATCH IT TOMORROW @KimKardashian @Khloekardashian'
b'Kinda \xf0\x9f\x92\x8b\xe2\x9d\xa4\xef\xb8\x8f\xf0\x9f\x94\xa5 https://t.co/Sv2JRwKqBR'
b'Me too!!! \xf0\x9f\x92\x8b\xe2\x9d\xa4\xef\xb8\x8f https://t.co/k9hUDlihX6'
b'Omg I seriously LOVE you @theashleygraham \xf0\x9f\x92\x95 https://t.co/S1X8OejEhF'
"b'RT @RyanSeacrest: All the stories, from the inside... tomorrow 9/8c #KUWTK https://t.co/PZvu0R6WrO'"
b'Casual business talk https://t.co/9xJfIv3kHn'
"b'RT @Kardashianpedia: Keeping Up with The Kardashians returns with SEASON 13 on Sunday, March 12th at 9/8c on E! \xf0\x9f\x9a\xa8\xf0\x9f\x9a\xa8\xf0\x9f\x9a\xa8 @KUWTK https://t.co/xn3\xe2\x80\xa6'"
"b""So excited tomorrow's the premiere of Keeping Up Season 13. This season's really so deep. Can't wait to live tweet and I will live snap too!"""
b'These are my ride or dies!!!! For lyyyyfe! Happiest of birthdays to my forevers @ForeverMalika @ForeverKhadijah I l\xe2\x80\xa6 https://t.co/QkvH7dPlVV'
b'Happy Birthday @jenatkinhair I love you so much!!! Have the best bday! https://t.co/JUT67cUpl0'
"b'RT @KimKHollywood: Weekend events are on, featuring Givenchy, Yeezy Season 4, Natalia Fedner and more \xf0\x9f\x94\xa5 Head into the #KimKardashianGame fo\xe2\x80\xa6'"
b'RT @KKHOfficial: Let everyone see you shine as the host of the Most Eligible Bachelor TV show! \xf0\x9f\x93\xba https://t.co/nPYF9o6j2X'
"b'Season 13 of KUWTK premieres this Sunday, March 12 at 9/8c on E! https://t.co/fUB9C4b7cY'"
"b'RT @steph_shep: \xe2\x80\x9cIf you think the economy is more important than the environment, try holding your breath while counting your money\xe2\x80\x9d    #Cl\xe2\x80\xa6'"
"b'RT @khloekardashian: Because we ALL deserve to be lifted up! Today, let\xe2\x80\x99s celebrate the strong, incredible, GOOD women in our lives. #Inter\xe2\x80\xa6'"
b'Thank u to all of the strong women  who fought &amp; continue to fight for change. #InternationalWomensDay'
b'OMG https://t.co/CTrmVfS81s'
b'\xf0\x9f\x99\x8b\xf0\x9f\x8f\xbd https://t.co/GCNjLDqTL3'
"b""Found this pic of @riccardotisci17 &amp; I. I remember the 1st time u dressed me in Givenchy. So many memories. I can't\xe2\x80\xa6 https://t.co/9TXPTMHWvJ"""
b'#5 &amp; #2 https://t.co/bzRzrRtd0Z'
b'Hey beautiful girl https://t.co/MuVf27KFRP'
b'Today https://t.co/30ntISAOjg'
"b""I'm into throwbacks these days. I'm 19 &amp; cowgirl Kourt is 20 https://t.co/VwX3On3pZs"""
"b""We're back! Sunday, March 12! #KUWTK #SEASON13 https://t.co/hTrOgk4imM"""
b'Palm Springs \xf0\x9f\x8c\xb4 https://t.co/Co0QvPLYed'
"b""Everything should have an edit button and auto correct shouldn't be a fucking idiot! And PS no one ever says ducking..."""
"b""Kourt &amp; I were 9 &amp; 10. Not sure what's cooler Allison's LARaiders boxers or Kourt's Reebok pumps &amp; hair cut.Me doin\xe2\x80\xa6 https://t.co/nASDRhMaf3"""
b'@NuchieJavorte \xf0\x9f\x92\x95'
"b'RT @KKHOfficial: The latest update is now available on all platforms, including Amazon &amp; Facebook. See you in Dublin! #KimKardashianGame ht\xe2\x80\xa6'"
b'Awww nothing better than morning group chats with @kourtneykardash @DaveGrutman @JonathanCheban @SimonHuck @larsapippen to get my day going!'
b'woke up and felt the vibe https://t.co/rK2DTREOR1'
b'Thank you Universal Studios for the fun day today @UniStudios #WizardingWorldHollywood https://t.co/tjg4sGCE2j'
b'RT @JadeKardashian_: @KimKardashian obsessed with my KIMOJI case \xf0\x9f\x99\x8c @KimKardashian https://t.co/U8Sq0MXjOW'
"b""Maybe 2008. I can't remember"""
b'2009 https://t.co/dKuJBNiAZl'
b'\xf0\x9f\x98\x8d\xf0\x9f\x98\x98\xf0\x9f\x98\x8d https://t.co/BCxdTJgj1F'
b'Vibey https://t.co/i4XsjNOeMo'
b'\xf0\x9f\x98\x8d\xf0\x9f\x98\x98\xf0\x9f\x98\x8d https://t.co/meEmOu8GiF'
"b'RT @KimKHollywood: New Looks Alert \xf0\x9f\x9a\xa8! Make sure you update your game for v6.3 to unlock two new looks, available now in the photo booth. ht\xe2\x80\xa6'"
"b""I'm so happy you got them! Enjoy them!!! \xf0\x9f\x98\x8d\xf0\x9f\x98\x8d\xf0\x9f\x98\x8d https://t.co/Qhj6EsJxo1"""
"b""Spent the morning at the Children's Hospital CHLA launching the campaign for Make March Matter. For more info go to https://t.co/jJhJ3qfhw0"""
b'Tennis Time \xf0\x9f\x8e\xbe https://t.co/GLGi0P3xdT'
"b'RT @MyleezaKardash: Imagine if everyone on the internet encouraged each other, complimented each other, and were just nice fucking human be\xe2\x80\xa6'"
b'So you know I love Ireland! My honeymoon was there! So had to add an update to my game so you can go to a pub there\xe2\x80\xa6 https://t.co/5UXUfYF1lb'
b'Look at his cheeks and angry face lol https://t.co/Rf0MlYAu1C'
b'Me and my Sainty boo a few months ago... https://t.co/3OQpP7gc2X'
b'Tutorials are back!!!! Go to my app or https://t.co/M0m4mjqwvP https://t.co/BXH3zaXvi2'
b'RT @KimKHollywood: Currently obsessed with these looks!!! https://t.co/mnzhDTwYFb'
"b""RT @AKutieNameKim: Sooo I'm up early moving into my new house and.....\xf0\x9f\x98\xb1. Cannot believe it \xf0\x9f\x98\xad #KIMOJI https://t.co/I0RDCSSKe7"""
b'@musicjcr16 @tylerseimone \xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f'
b'I got you \xe2\x9d\xa4\xef\xb8\x8f https://t.co/oZGoueXAit'
b'What size are you? I will send you some \xe2\x9d\xa4\xef\xb8\x8f\xf0\x9f\x98\x98\xf0\x9f\x92\x8b https://t.co/KBRRk8A32X'
b'\xf0\x9f\x98\x82\xf0\x9f\x98\x82 https://t.co/plil56eOnA'
b'Send your address &amp; I will send you some Yeezys xo https://t.co/wpgFPBz5m8'
b'What size Yeezy are you? I got you! https://t.co/qi4G2pfLRc'
b'What size are you? I will send you a pair \xe2\x9d\xa4\xef\xb8\x8f\xf0\x9f\x92\x8b https://t.co/M3qiMKEgec'
"b""@chanceneavez what size Yeezy's are you? I will send you some and you can try?!?!"""
b'Zebra 350 \xe2\x9d\xa4\xef\xb8\x8f https://t.co/86uOo0OOTI'
"b'RT @sarahrhoward: ""It was never about bathrooms. Just like it was never about water fountains."" What are people so afraid of?! #transrights'"
"b""RT @evan_greer: It's that time again to remind everyone more members of Congress have been arrested for misconduct in bathrooms than trans\xe2\x80\xa6"""
b'Just read this heart breaking story! Sending prayers out to their family Please retweet #WhyNotDevin \xf0\x9f\x92\x94\xf0\x9f\x99\x8f\xf0\x9f\x8f\xbd\xf0\x9f\x92\x94\xf0\x9f\x99\x8f\xf0\x9f\x8f\xbd\n\nhttps://t.co/tPshopfepH'
b'RT @MrBusby4o8: The police are the biggest gang in the U.S. and they are loyal to their own no matter WHAT.  Smh https://t.co/iIwmUSG2u4'
"b""I found this funny video of my dad and I at my Sweet 16. It's up on https://t.co/M0m4mjqwvP"""
"b'RT @KimKanyeKimYeFC: In Loving Memory, Robert Kardashian. \xe2\x9d\xa4\xef\xb8\x8f\xf0\x9f\x99\x8f\xf0\x9f\x8f\xbe https://t.co/HXvYHJ4sZx'"
"b""I write my kids a letter each year reflecting on the year we had together &amp; fun memories. I'll give the letters to them when they turn 21 \xe2\x9d\xa4\xef\xb8\x8f"""
"b""I found a 3 page letter my dad wrote me right after high school about life and it's so special to have. I re-read it last night \xe2\x9d\xa4\xef\xb8\x8f"""
"b""Happy Birthday dad! I love this family photo. I love our family. Thank you for EVERYTHING. I'm so grateful you are\xe2\x80\xa6 https://t.co/m8lQLiD93G"""
b'RT @KrisJenner: There\xe2\x80\x99s not a day that goes by that we don\xe2\x80\x99t miss you. https://t.co/zCFpaWBZaQ'
"b""I didn't tweet Happy Birthday to my bff @JonathanCheban. He's the funniest person I know and deserves all the happiness in the world!!!"""
"b""RT @lala: My dear friend @sherrieshepherd text me this am. Her son Jeffrey's classmate is missing. \xf0\x9f\x98\xa2His name is Malek, he is \xe2\x80\xa6 https://t.co\xe2\x80\xa6"""
"b""@ForeverMalika she's so big I can't believe it! happy birthday Celine!!!! So much fun celebrating her today!"""
"b""Celine's party was so much fun! Happy Birthday baby girl!!!! https://t.co/nEx81LP5ed"""
"b""Today's vibes channeling Paris! Happy Birthday @ParisHilton Can't wait to celebrate with you soon! \xf0\x9f\x94\xa5\xf0\x9f\x92\x8b\xf0\x9f\x8e\x88\xf0\x9f\x8e\x89 https://t.co/yav6il6sdB"""
b'Trifecta https://t.co/owF7EroibT'
"b""@kimyonceee we're starting to add it all back in!"""
b'New pics on my app #KKWAPP https://t.co/vfvS0wNp6L'
"b""RT @FastCoDesign: What it's like to be @KimKardashian's personal emoji designer https://t.co/fP9FwaOvHv https://t.co/dIR0wcPdln"""
"b""RT @KKHOfficial: Get 5-Star ratings on gigs this weekend to earn stunning new clothes. You'll be the talk of Fashion Week! #KimKardashianGa\xe2\x80\xa6"""
"b""RT @kuwthewests: More photos from this unbelievable hot shoot on Kim's app or in https://t.co/so7TuQfJkW \xf0\x9f\x94\xa5 https://t.co/FcudTppDkj"""
b'RT @KimKanyeKimYeFC: SWIPE the pic left on the #KKWapp for MORE \xf0\x9f\x94\xa5\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5 https://t.co/HC417l4Lr5'
"b'Vivienne Westwood top, Coach coat, Adidas pants, Yeezy boots #NYFW https://t.co/WcMN9Kx5XI'"
b'I love seeing the amazing transformations on #RevengeBody! So proud of you @khloekardashian! Everyone watch tonight\xe2\x80\xa6 https://t.co/BcQpLZxG0A'
"b""So proud of my baby for his amazing show today! It was so good! I'm so SO proud of him!!! #yeezyseason5"""
b'Burgundy Bae #yeezyseason5 https://t.co/LLoLZSNDFK'
b'RT @TeamKanyeDaily: #YeezySeason4 footwear and Zine now available for purchase. https://t.co/ivUmPcijZu'
"b""So I went to Kylie's pop up shop today, stole lip kits &amp;gave them out to everyone in the store for Valentine's!She\xe2\x80\xa6 https://t.co/VZwWwto83f"""
b'@MolestMeKardash yep!'
"b""Happy Valentine's Day https://t.co/p4VIPntyHx"""
"b""I see people retweeting this from 7 years ago \xf0\x9f\x98\x82Kourtney hacked me &amp; tweeted this as a joke! I'm dying seeing my old\xe2\x80\xa6 https://t.co/gvcvFFzl6C"""
b'NYFW here we come!!! Thank you @jetluxlife!!! #jetluxlife\xe2\x9c\x88\xef\xb8\x8f https://t.co/Ah9J08AijY'
b'I love working out in my @premadonna87 shaper by @premadonna87 it gives me the extra boost that\xe2\x80\xa6 https://t.co/pXLQCPVWxa'
b'Kim x Ky Take Costa Rica \xf0\x9f\x87\xa8\xf0\x9f\x87\xb7 https://t.co/paPQOrKUHT'
"b""Don't go chasing waterfalls \xf0\x9f\x92\xa6\xf0\x9f\x8c\xbf https://t.co/kL8DcQzd8a"""
"b'But Khloe\'s real weight is really "" Skinny Bitch""'"
"b""I did not just show Khloe's address on my snap chat! It says Freedom Lane people!!! It's a joke!"""
b'It says Freedom Lane! Not her real address! \xf0\x9f\x98\x98 https://t.co/zsYuol7hyp'
b'Salad Hair Flip! All for @carinerotfeild https://t.co/DOLHeibqjU'
b'Omg this tattoo is everything!!!! I love you!!! https://t.co/NWzrVpEx6u'
"b""RT @TheLifeOfJorge: @KimKardashian bruh this #KIMOJI just gets better everytime it's updated \xf0\x9f\x98\x8d"""
"b""RT @TheWifeOfPablo: Never seen a celeb emojis better than @KimKardashian's the details that go into the designs make it look REAL! I'm so i\xe2\x80\xa6"""
b'RT @ShinyStew: It amazes me how much thought is put into every single detail! Those new KIMOJIs are on another level \xf0\x9f\x94\xa5\xf0\x9f\x99\x8c\xf0\x9f\x8f\xbc #KIMOJI @KimKardas\xe2\x80\xa6'
b'Awww made it 50 Million twitter followers! This is so exciting!!!! Thank you guys for the follow xoxoxo'
b'RT @kuwthewests: New #KIMOJI available now on your keyboard!! https://t.co/CR7sG5gq2n'
b'RT @kuwthewests: NEW #KIMOJI https://t.co/U2SjLHb6mE'
b'RT @PlanetKhloeK: Look how accurate this #KIMOJI is!! I thought it was a picture at first. The details are EVERYTHING \xf0\x9f\x98\x8d @KimKardashian http\xe2\x80\xa6'
"b""RT @lovekardashhian: The detail that goes into the design of @KimKardashian's #KIMOJI is amazing!! They look so real!! https://t.co/nJTMAf3\xe2\x80\xa6"""
b'RT @lovekardashhian: Make sure to check out the new #KIMOJI added to your keyboard!! https://t.co/q6vN4JiTOB'
"b""New KIMOJI's for a free Valentine's gift from me!!! Just check your keyboard or download the Kimoji App! https://t.co/7XwKTunRC8"""
b'RT @KimKourtKhloeK: NEW KIMOJI ALERT https://t.co/atZPNMJrhY'
b'https://t.co/9Jcngh3AMN'
b'Late night Dr. Ourian sessions are always the best!'
b'\xf0\x9f\x92\x99 I posted some new pics on https://t.co/M0m4mjqwvP https://t.co/FMGQyW2G2O'
b'\xf0\x9f\x8c\xbf\xf0\x9f\x92\xa6 JUMP \xf0\x9f\x8c\xbf\xf0\x9f\x92\xa6 https://t.co/pgibYeS4Iy'
b'Missing Costa Rica! I put up some new pics from the trip on my #KKWAPP https://t.co/6kelqK66D5'
b'RT @marianalleite_: very happy with my Kimoji\xe2\x9d\xa4@KimKardashian https://t.co/RNviUO55Is'
b'https://t.co/rISg8S9BdI'
b'HI!!!! @KKHOfficial https://t.co/L5OBhKwx2S'
"b""Lumee Duo! It launched in Apple stores &amp; has lights on front &amp; the back so u can take insane pics! It's a softer ca\xe2\x80\xa6 https://t.co/Ap0rG3EkjW"""
b'RT @Flound2k: #KanyeforSuperbowl52 https://t.co/TkBDIwFlZt'
b'RT @TeamKanyeDaily: Never too early. #KanyeForSuperbowl52 https://t.co/CY0qdGpkOE'
b'@natalie_nicoleg yum thank you. Will try this'
b'And also what are your recipes? I want to make some good shakes!!'
b'Do protein shakes work? I want to start drinking as my breakfast. Any suggestions from the die hard work out and heath peeps?'
"b""I'm taking the #KimKardashianGame to the next level. Update now! https://t.co/CqlAWaTXEO"""
b'CALABASAS https://t.co/LEsZYxtcA4 https://t.co/Wy8bIiXmZO'
b'\xe2\x9d\xa4\xef\xb8\x8f https://t.co/sUktwqSClT'
b'Details https://t.co/QYk7b4Aa4K'
b'date night https://t.co/GDNZ59vi2k'
b'Kimoji Merch contest for subscribers on my app or https://t.co/M0m4mjqwvP https://t.co/Lxuuj1FqbF'
b'RT @WannaBeLikeKim: Now you have a chance to win some #KIMOJI merch. Enter now at https://t.co/NDMPkU5Wne https://t.co/wStSkkyk9i'
b'Detoxing with @fittea \xf0\x9f\x92\x9c it tastes amazing and the ingredients are all natural \xf0\x9f\x8d\xb5 #ad https://t.co/rjyXxJIzMF'
b'@YeA_Im_PrEttY @khloekardashian \xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xf0\x9f\x98\x98\xf0\x9f\x98\x98\xf0\x9f\x98\x98'
b'@neverletyoupart \xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xf0\x9f\x99\x8f\xf0\x9f\x8f\xbd'
b'@alex_falconer_x thank you \xe2\x9d\xa4\xef\xb8\x8f\xf0\x9f\x99\x8f\xf0\x9f\x8f\xbd'
"b""RT @salazar3_: @KimKardashian you're family is such a blessing. Always seek the giant!! Love y'all"""
"b'RT @kendalljexnner: ""There is nothing better than the power of a united family"" \xf0\x9f\x92\x96 @khloekardashian @KimKardashian @kourtneykardash https://\xe2\x80\xa6'"
b'@denisesolis_ awww thank you so much! \xe2\x9d\xa4\xef\xb8\x8f\xf0\x9f\x99\x8f\xf0\x9f\x8f\xbd'
b'@AdonusYo thank you! \xe2\x9d\xa4\xef\xb8\x8f\xf0\x9f\x99\x8f\xf0\x9f\x8f\xbd'
b'RT @lisamessineo: @avaawhitney @khloekardashian @KrisJenner @KimKardashian I too love their family bond  \xf0\x9f\x98\x8a their such an amazing loving fam\xe2\x80\xa6'
b'RT @AdonusYo: @KimKardashian it was the best episode ever Kim! #kuwtk'
b'RT @Aussie_Kardash: @khloekardashian a family that prayers together stays together \xe2\x9d\xa4 https://t.co/8mDmwOTYaC'
b'West Coast you ready for an all new episode of Keeping Up With The Kardashians? It starts in 10 mins on E!'
"b'RT @khloekardashian: 30 mins until a brand new #KUWTK, east coast!! https://t.co/7hqbsO7yss'"
b'Get ready for a brand new episode of #KUWTK tonight! 9/8c on E! https://t.co/6ZRqzFKAv1'
"b'You ready, @EOnlineUK? A new episode of #KUWTK airs in the UK tonight at 9pm!'"
"b""Guess what guys? I'm a bot! Let's chat on Facebook Messenger! #KimKardashianGame \nhttps://t.co/pHBWlpZIgW https://t.co/heA1NWMUQZ"""
b'Squad https://t.co/zaYjdLPqbQ'
b'filter contest on my app now https://t.co/JDRFFc1PFr'
"b""Props to @steph_shep she's the best camera lady! We didn't even have our filming crew w us in Paris! That was all Steph on a little camera"""
b'\xe2\x9d\xa4\xef\xb8\x8f\xf0\x9f\x87\xab\xf0\x9f\x87\xb7\xf0\x9f\x92\x99 https://t.co/dCjMfx1nNv'
"b""I can say I've become so much better because of it....thank you for allowing me to share my story tonight #KUWTK"""
